id,latitude,longitude,tgm2017,egm2008
2969,4.678,96.0017,-28.01086,-23.49
2970,4.678,96.0339,-27.66763,-25.27
2971,4.678,96.0661,-27.28862,-26.74
2972,4.678,96.0983,-26.88283,-23.31
2973,4.678,96.1305,-26.47958,-25.02
2974,4.678,96.1627,-26.10741,-26.38
2975,4.678,96.1949,-25.72557,-23.21
2976,4.678,96.2271,-25.35825,-24.85
2977,4.678,96.2593,-25.0161,-21.28
2978,4.678,96.2915,-24.69863,-23.12
2979,4.678,96.3237,-24.36511,-24.6
2980,4.678,96.3559,-24.03897,-21.2
2981,4.678,96.3881,-23.75543,-22.89
2982,4.678,96.4203,-23.48248,-19.2
2983,4.678,96.4525,-23.26267,-21.12
2984,4.678,96.4847,-23.04857,-22.74
2985,4.678,96.5169,-22.83846,-19.34
2986,4.678,96.5492,-22.58447,-21.23
2987,4.678,96.5814,-22.34601,-22.76
2988,4.678,96.6136,-22.1502,-19.73
2989,4.678,96.6458,-22.05481,-21.61
2990,4.678,96.678,-21.8593,-18.25
2991,4.678,96.7102,-21.67864,-20.28
2992,4.678,96.7424,-21.49679,-21.95
2993,4.678,96.7746,-21.31504,-18.73
2994,4.678,96.8068,-21.19132,-20.57
2995,4.678,96.839,-21.07657,-17.03
2996,4.678,96.8712,-21.06527,-19.17
2997,4.678,96.9034,-21.01356,-21.01
2998,4.678,96.9356,-20.98713,-17.8
2999,4.678,96.9678,-21.01763,-19.91
3000,4.678,97,-21.07011,-16.47
3001,4.7102,95.1,-40.43232,-37.14
3002,4.7102,95.1322,-39.80293,-37.68
3003,4.7102,95.1644,-39.15913,-37.93
3004,4.7102,95.1966,-38.50232,-35.62
3005,4.7102,95.2288,-37.84068,-36.06
3006,4.7102,95.261,-37.19267,-33.47
3007,4.7102,95.2932,-36.56798,-34.13
3008,4.7102,95.3254,-35.98263,-34.56
3009,4.7102,95.3576,-35.43456,-32.22
3010,4.7102,95.3898,-34.92142,-32.93
3011,4.7102,95.422,-34.43416,-30.37
3012,4.7102,95.4542,-33.96795,-31.26
3013,4.7102,95.4864,-33.52053,-31.91
3014,4.7102,95.5186,-33.07982,-29.54
3015,4.7102,95.5508,-32.65053,-30.4
3016,4.7102,95.5831,-32.24586,-30.98
3017,4.7102,95.6153,-31.84676,-28.84
3018,4.7102,95.6475,-31.45601,-29.66
3019,4.7102,95.6797,-31.08918,-27.21
3020,4.7102,95.7119,-30.74963,-28.22
3021,4.7102,95.7441,-30.3936,-28.92
3022,4.7102,95.7763,-30.03827,-26.68
3023,4.7102,95.8085,-29.69257,-27.59
3024,4.7102,95.8407,-29.38213,-25.06
3025,4.7102,95.8729,-29.0748,-26.17
3026,4.7102,95.9051,-28.75437,-26.99
3027,4.7102,95.9373,-28.43196,-24.68
3028,4.7102,95.9695,-28.12884,-25.73
3029,4.7102,96.0017,-27.80772,-23.14
3030,4.7102,96.0339,-27.45218,-24.28
3031,4.7102,96.0661,-27.05434,-25.15
3032,4.7102,96.0983,-26.64619,-22.66
3033,4.7102,96.1305,-26.24564,-23.73
3034,4.7102,96.1627,-25.86126,-24.5
3035,4.7102,96.1949,-25.48383,-22.25
3036,4.7102,96.2271,-25.13679,-23.29
3037,4.7102,96.2593,-24.78649,-20.73
3038,4.7102,96.2915,-24.47869,-21.94
3039,4.7102,96.3237,-24.1633,-22.85
3040,4.7102,96.3559,-23.87807,-20.48
3041,4.7102,96.3881,-23.62097,-21.58
3042,4.7102,96.4203,-23.4091,-18.93
3043,4.7102,96.4525,-23.2157,-20.23
3044,4.7102,96.4847,-23.01296,-21.26
3045,4.7102,96.5169,-22.82665,-18.86
3046,4.7102,96.5492,-22.63683,-20.13
3047,4.7102,96.5814,-22.46804,-21.09
3048,4.7102,96.6136,-22.33296,-19.07
3049,4.7102,96.6458,-22.11181,-20.33
3050,4.7102,96.678,-22.015,-18
3051,4.7102,96.7102,-21.89692,-19.39
3052,4.7102,96.7424,-21.7215,-20.44
3053,4.7102,96.7746,-21.5366,-18.19
3054,4.7102,96.8068,-21.38277,-19.39
3055,4.7102,96.839,-21.28735,-16.86
3056,4.7102,96.8712,-21.23441,-18.34
3057,4.7102,96.9034,-21.21703,-19.57
3058,4.7102,96.9356,-21.22191,-17.39
3059,4.7102,96.9678,-21.21911,-18.86
3060,4.7102,97,-21.26263,-16.47
3061,4.7424,95.1,-40.22126,-40.42
3062,4.7424,95.1322,-39.57966,-38.44
3063,4.7424,95.1644,-38.92628,-36.22
3064,4.7424,95.1966,-38.26613,-37.9
3065,4.7424,95.2288,-37.60528,-35.8
3066,4.7424,95.261,-36.95932,-37.37
3067,4.7424,95.2932,-36.34638,-35.41
3068,4.7424,95.3254,-35.76731,-33.25
3069,4.7424,95.3576,-35.22297,-35.13
3070,4.7424,95.3898,-34.71278,-33.17
3071,4.7424,95.422,-34.22614,-34.94
3072,4.7424,95.4542,-33.75572,-33.1
3073,4.7424,95.4864,-33.29896,-31.05
3074,4.7424,95.5186,-32.85443,-33.04
3075,4.7424,95.5508,-32.43083,-31.14
3076,4.7424,95.5831,-32.00857,-28.97
3077,4.7424,95.6153,-31.59178,-31.22
3078,4.7424,95.6475,-31.20321,-29.24
3079,4.7424,95.6797,-30.84593,-31.32
3080,4.7424,95.7119,-30.51216,-29.48
3081,4.7424,95.7441,-30.188,-27.38
3082,4.7424,95.7763,-29.84929,-29.67
3083,4.7424,95.8085,-29.5158,-27.73
3084,4.7424,95.8407,-29.20765,-29.83
3085,4.7424,95.8729,-28.89495,-28.03
3086,4.7424,95.9051,-28.5887,-25.99
3087,4.7424,95.9373,-28.27493,-28.31
3088,4.7424,95.9695,-27.95222,-26.43
3089,4.7424,96.0017,-27.61546,-28.54
3090,4.7424,96.0339,-27.23945,-26.71
3091,4.7424,96.0661,-26.84417,-24.64
3092,4.7424,96.0983,-26.4237,-26.86
3093,4.7424,96.1305,-26.03747,-24.93
3094,4.7424,96.1627,-25.65513,-22.74
3095,4.7424,96.1949,-25.27417,-25.22
3096,4.7424,96.2271,-24.90973,-23.23
3097,4.7424,96.2593,-24.58186,-25.55
3098,4.7424,96.2915,-24.26167,-23.71
3099,4.7424,96.3237,-24.03032,-21.6
3100,4.7424,96.3559,-23.76325,-24.15
3101,4.7424,96.3881,-23.54117,-22.21
3102,4.7424,96.4203,-23.35072,-24.52
3103,4.7424,96.4525,-23.16087,-22.73
3104,4.7424,96.4847,-22.97114,-20.72
3105,4.7424,96.5169,-22.85521,-23.26
3106,4.7424,96.5492,-22.64471,-21.44
3107,4.7424,96.5814,-22.56379,-19.37
3108,4.7424,96.6136,-22.3912,-22.25
3109,4.7424,96.6458,-22.27293,-20.44
3110,4.7424,96.678,-22.20626,-23.06
3111,4.7424,96.7102,-22.10701,-21.33
3112,4.7424,96.7424,-21.95212,-19.3
3113,4.7424,96.7746,-21.75613,-21.96
3114,4.7424,96.8068,-21.60131,-20.04
3115,4.7424,96.839,-21.47974,-22.49
3116,4.7424,96.8712,-21.4566,-20.82
3117,4.7424,96.9034,-21.42573,-18.94
3118,4.7424,96.9356,-21.43094,-21.75
3119,4.7424,96.9678,-21.44158,-20.08
3120,4.7424,97,-21.45574,-22.69
3121,4.7746,95.1,-39.99016,-36.54
3122,4.7746,95.1322,-39.33848,-37.61
3123,4.7746,95.1644,-38.68093,-38.39
3124,4.7746,95.1966,-38.02133,-35.21
3125,4.7746,95.2288,-37.36586,-36.23
3126,4.7746,95.261,-36.73045,-32.74
3127,4.7746,95.2932,-36.12302,-34.02
3128,4.7746,95.3254,-35.55222,-35.03
3129,4.7746,95.3576,-35.01324,-31.8
3130,4.7746,95.3898,-34.50612,-33.11
3131,4.7746,95.422,-34.01636,-29.59
3132,4.7746,95.4542,-33.53821,-31.1
3133,4.7746,95.4864,-33.07034,-32.35
3134,4.7746,95.5186,-32.62668,-29.02
3135,4.7746,95.5508,-32.19062,-30.49
3136,4.7746,95.5831,-31.75957,-31.65
3137,4.7746,95.6153,-31.34325,-28.54
3138,4.7746,95.6475,-30.94627,-29.94
3139,4.7746,95.6797,-30.59,-26.5
3140,4.7746,95.7119,-30.26283,-28.17
3141,4.7746,95.7441,-29.93816,-29.54
3142,4.7746,95.7763,-29.62158,-26.34
3143,4.7746,95.8085,-29.3249,-27.95
3144,4.7746,95.8407,-29.01806,-24.45
3145,4.7746,95.8729,-28.69428,-26.22
3146,4.7746,95.9051,-28.38401,-27.68
3147,4.7746,95.9373,-28.07747,-24.39
3148,4.7746,95.9695,-27.76511,-26.1
3149,4.7746,96.0017,-27.44477,-22.48
3150,4.7746,96.0339,-27.06815,-24.29
3151,4.7746,96.0661,-26.67157,-25.8
3152,4.7746,96.0983,-26.26214,-22.27
3153,4.7746,96.1305,-25.8751,-23.98
3154,4.7746,96.1627,-25.48241,-25.35
3155,4.7746,96.1949,-25.09116,-22.05
3156,4.7746,96.2271,-24.717,-23.67
3157,4.7746,96.2593,-24.40485,-20.06
3158,4.7746,96.2915,-24.10624,-21.98
3159,4.7746,96.3237,-23.85105,-23.59
3160,4.7746,96.3559,-23.66414,-20.25
3161,4.7746,96.3881,-23.48604,-22.09
3162,4.7746,96.4203,-23.28533,-18.45
3163,4.7746,96.4525,-23.0961,-20.48
3164,4.7746,96.4847,-22.94409,-22.22
3165,4.7746,96.5169,-22.86999,-18.86
3166,4.7746,96.5492,-22.75486,-20.92
3167,4.7746,96.5814,-22.65886,-22.63
3168,4.7746,96.6136,-22.57744,-19.62
3169,4.7746,96.6458,-22.53834,-21.57
3170,4.7746,96.678,-22.42574,-18.23
3171,4.7746,96.7102,-22.34189,-20.26
3172,4.7746,96.7424,-22.17609,-21.93
3173,4.7746,96.7746,-21.97213,-18.65
3174,4.7746,96.8068,-21.85592,-20.47
3175,4.7746,96.839,-21.7614,-16.89
3176,4.7746,96.8712,-21.75096,-19.05
3177,4.7746,96.9034,-21.61292,-20.93
3178,4.7746,96.9356,-21.61484,-17.75
3179,4.7746,96.9678,-21.62567,-19.89
3180,4.7746,97,-21.60444,-16.47
3181,4.8068,95.1,-39.74756,-37.24
3182,4.8068,95.1322,-39.08724,-36.96
3183,4.8068,95.1644,-38.42609,-36.42
3184,4.8068,95.1966,-37.77042,-35.37
3185,4.8068,95.2288,-37.1258,-35.02
3186,4.8068,95.261,-36.50111,-33.76
3187,4.8068,95.2932,-35.90812,-33.62
3188,4.8068,95.3254,-35.34508,-33.26
3189,4.8068,95.3576,-34.81147,-32.27
3190,4.8068,95.3898,-34.30224,-32.14
3191,4.8068,95.422,-33.80648,-30.95
3192,4.8068,95.4542,-33.3235,-30.98
3193,4.8068,95.4864,-32.85049,-30.79
3194,4.8068,95.5186,-32.38819,-29.78
3195,4.8068,95.5508,-31.93769,-29.76
3196,4.8068,95.5831,-31.48971,-29.44
3197,4.8068,95.6153,-31.06532,-28.62
3198,4.8068,95.6475,-30.65594,-28.52
3199,4.8068,95.6797,-30.28092,-27.47
3200,4.8068,95.7119,-29.96237,-27.61
3201,4.8068,95.7441,-29.66335,-27.49
3202,4.8068,95.7763,-29.37851,-26.76
3203,4.8068,95.8085,-29.08174,-26.86
3204,4.8068,95.8407,-28.79545,-25.86
3205,4.8068,95.8729,-28.47755,-26.08
3206,4.8068,95.9051,-28.17773,-26.02
3207,4.8068,95.9373,-27.87718,-25.19
3208,4.8068,95.9695,-27.58438,-25.35
3209,4.8068,96.0017,-27.29663,-24.28
3210,4.8068,96.0339,-26.95546,-24.5
3211,4.8068,96.0661,-26.55005,-24.45
3212,4.8068,96.0983,-26.15146,-23.45
3213,4.8068,96.1305,-25.75132,-23.55
3214,4.8068,96.1627,-25.35555,-23.34
3215,4.8068,96.1949,-24.99678,-22.48
3216,4.8068,96.2271,-24.58146,-22.49
3217,4.8068,96.2593,-24.23041,-21.41
3218,4.8068,96.2915,-23.92791,-21.68
3219,4.8068,96.3237,-23.73215,-21.7
3220,4.8068,96.3559,-23.55163,-20.95
3221,4.8068,96.3881,-23.38416,-21.18
3222,4.8068,96.4203,-23.22185,-20.21
3223,4.8068,96.4525,-23.08872,-20.61
3224,4.8068,96.4847,-23.08818,-20.76
3225,4.8068,96.5169,-22.87796,-20.1
3226,4.8068,96.5492,-22.89897,-20.55
3227,4.8068,96.5814,-22.8491,-20.69
3228,4.8068,96.6136,-22.82681,-20.33
3229,4.8068,96.6458,-22.71667,-20.67
3230,4.8068,96.678,-22.67922,-19.92
3231,4.8068,96.7102,-22.58847,-20.3
3232,4.8068,96.7424,-22.42491,-20.36
3233,4.8068,96.7746,-22.21396,-19.63
3234,4.8068,96.8068,-22.27726,-19.81
3235,4.8068,96.839,-22.12498,-18.86
3236,4.8068,96.8712,-21.92508,-19.36
3237,4.8068,96.9034,-21.8617,-19.62
3238,4.8068,96.9356,-21.8443,-19.05
3239,4.8068,96.9678,-21.82378,-19.54
3240,4.8068,97,-21.84747,-18.75
3241,4.839,95.1,-39.49157,-36.85
3242,4.839,95.1322,-38.82886,-37.79
3243,4.839,95.1644,-38.17095,-38.43
3244,4.839,95.1966,-37.52204,-35.51
3245,4.839,95.2288,-36.88889,-36.4
3246,4.839,95.261,-36.27851,-33.17
3247,4.839,95.2932,-35.69941,-34.33
3248,4.839,95.3254,-35.14806,-35.21
3249,4.839,95.3576,-34.62044,-32.25
3250,4.839,95.3898,-34.10878,-33.39
3251,4.839,95.422,-33.60391,-30.11
3252,4.839,95.4542,-33.11311,-31.5
3253,4.839,95.4864,-32.63364,-32.59
3254,4.839,95.5186,-32.16047,-29.5
3255,4.839,95.5508,-31.69494,-30.82
3256,4.839,95.5831,-31.24438,-31.79
3257,4.839,95.6153,-30.78663,-28.87
3258,4.839,95.6475,-30.31992,-30.06
3259,4.839,95.6797,-29.92705,-26.86
3260,4.839,95.7119,-29.61744,-28.4
3261,4.839,95.7441,-29.35424,-29.63
3262,4.839,95.7763,-29.10862,-26.8
3263,4.839,95.8085,-28.83834,-28.33
3264,4.839,95.8407,-28.56013,-25.14
3265,4.839,95.8729,-28.2743,-26.8
3266,4.839,95.9051,-27.98451,-28.13
3267,4.839,95.9373,-27.69866,-25.12
3268,4.839,95.9695,-27.42245,-26.7
3269,4.839,96.0017,-27.15557,-23.38
3270,4.839,96.0339,-26.83746,-25.08
3271,4.839,96.0661,-26.46909,-26.44
3272,4.839,96.0983,-26.09166,-23.2
3273,4.839,96.1305,-25.69834,-24.73
3274,4.839,96.1627,-25.2785,-25.88
3275,4.839,96.1949,-24.85927,-22.8
3276,4.839,96.2271,-24.47127,-24.19
3277,4.839,96.2593,-24.20383,-20.83
3278,4.839,96.2915,-23.84332,-22.55
3279,4.839,96.3237,-23.6189,-23.96
3280,4.839,96.3559,-23.47758,-20.99
3281,4.839,96.3881,-23.30519,-22.7
3282,4.839,96.4203,-23.20052,-19.42
3283,4.839,96.4525,-23.13447,-21.36
3284,4.839,96.4847,-22.98875,-23.01
3285,4.839,96.5169,-22.9945,-20.1
3286,4.839,96.5492,-23.06605,-22.11
3287,4.839,96.5814,-23.09662,-23.73
3288,4.839,96.6136,-23.06744,-21.13
3289,4.839,96.6458,-23.01315,-22.9
3290,4.839,96.678,-22.96563,-19.87
3291,4.839,96.7102,-22.88561,-21.71
3292,4.839,96.7424,-22.72734,-23.15
3293,4.839,96.7746,-22.54227,-20.18
3294,4.839,96.8068,-22.49816,-21.82
3295,4.839,96.839,-22.308,-18.57
3296,4.839,96.8712,-22.35191,-20.55
3297,4.839,96.9034,-22.1663,-22.23
3298,4.839,96.9356,-22.15356,-19.39
3299,4.839,96.9678,-22.15196,-21.34
3300,4.839,97,-22.17566,-18.19
3301,4.8712,95.1,-39.23888,-35.68
3302,4.8712,95.1322,-38.57627,-36.45
3303,4.8712,95.1644,-37.9233,-36.95
3304,4.8712,95.1966,-37.28304,-34.27
3305,4.8712,95.2288,-36.66321,-35.01
3306,4.8712,95.261,-36.06946,-32.05
3307,4.8712,95.2932,-35.50559,-33.04
3308,4.8712,95.3254,-34.96838,-33.77
3309,4.8712,95.3576,-34.44307,-31.05
3310,4.8712,95.3898,-33.91932,-32.01
3311,4.8712,95.422,-33.39984,-29
3312,4.8712,95.4542,-32.9025,-30.18
3313,4.8712,95.4864,-32.42123,-31.1
3314,4.8712,95.5186,-31.9463,-28.27
3315,4.8712,95.5508,-31.46549,-29.39
3316,4.8712,95.5831,-31.00478,-30.2
3317,4.8712,95.6153,-30.53239,-27.5
3318,4.8712,95.6475,-30.04294,-28.49
3319,4.8712,95.6797,-29.65587,-25.55
3320,4.8712,95.7119,-29.27605,-26.88
3321,4.8712,95.7441,-29.04841,-27.96
3322,4.8712,95.7763,-28.82675,-25.4
3323,4.8712,95.8085,-28.58972,-26.77
3324,4.8712,95.8407,-28.34186,-23.94
3325,4.8712,95.8729,-28.08872,-25.41
3326,4.8712,95.9051,-27.81397,-26.59
3327,4.8712,95.9373,-27.54552,-23.92
3328,4.8712,95.9695,-27.30666,-25.31
3329,4.8712,96.0017,-27.02855,-22.33
3330,4.8712,96.0339,-26.72109,-23.82
3331,4.8712,96.0661,-26.40012,-25
3332,4.8712,96.0983,-26.03818,-22.06
3333,4.8712,96.1305,-25.64276,-23.38
3334,4.8712,96.1627,-25.24288,-24.37
3335,4.8712,96.1949,-24.83214,-21.57
3336,4.8712,96.2271,-24.44861,-22.76
3337,4.8712,96.2593,-24.11495,-19.7
3338,4.8712,96.2915,-23.8757,-21.21
3339,4.8712,96.3237,-23.62608,-22.45
3340,4.8712,96.3559,-23.46845,-19.76
3341,4.8712,96.3881,-23.31713,-21.3
3342,4.8712,96.4203,-23.18934,-18.42
3343,4.8712,96.4525,-23.18804,-20.18
3344,4.8712,96.4847,-23.22584,-21.68
3345,4.8712,96.5169,-23.17478,-19.16
3346,4.8712,96.5492,-23.279,-21
3347,4.8712,96.5814,-23.31723,-22.49
3348,4.8712,96.6136,-23.34541,-20.21
3349,4.8712,96.6458,-23.32652,-21.8
3350,4.8712,96.678,-23.28287,-19.1
3351,4.8712,96.7102,-23.21653,-20.74
3352,4.8712,96.7424,-23.07847,-22.02
3353,4.8712,96.7746,-22.91004,-19.38
3354,4.8712,96.8068,-22.75636,-20.84
3355,4.8712,96.839,-22.67818,-17.95
3356,4.8712,96.8712,-22.57471,-19.71
3357,4.8712,96.9034,-22.53275,-21.22
3358,4.8712,96.9356,-22.50347,-18.69
3359,4.8712,96.9678,-22.50893,-20.44
3360,4.8712,97,-22.48052,-17.66
3361,4.9034,95.1,-38.99304,-38.14
3362,4.9034,95.1322,-38.33766,-36.73
3363,4.9034,95.1644,-37.69339,-35.08
3364,4.9034,95.1966,-37.0656,-35.9
3365,4.9034,95.2288,-36.45836,-34.43
3366,4.9034,95.261,-35.87847,-35.11
3367,4.9034,95.2932,-35.32975,-33.81
3368,4.9034,95.3254,-34.80216,-32.29
3369,4.9034,95.3576,-34.27603,-33.21
3370,4.9034,95.3898,-33.73625,-31.85
3371,4.9034,95.422,-33.19319,-32.59
3372,4.9034,95.4542,-32.67774,-31.38
3373,4.9034,95.4864,-32.19599,-29.94
3374,4.9034,95.5186,-31.72433,-30.91
3375,4.9034,95.5508,-31.26049,-29.61
3376,4.9034,95.5831,-30.7776,-28.01
3377,4.9034,95.6153,-30.30879,-29.12
3378,4.9034,95.6475,-29.80864,-27.67
3379,4.9034,95.6797,-29.41973,-28.64
3380,4.9034,95.7119,-29.10777,-27.48
3381,4.9034,95.7441,-28.80285,-26.11
3382,4.9034,95.7763,-28.57898,-27.5
3383,4.9034,95.8085,-28.35852,-26.38
3384,4.9034,95.8407,-28.13851,-27.6
3385,4.9034,95.8729,-27.91562,-26.56
3386,4.9034,95.9051,-27.66416,-25.27
3387,4.9034,95.9373,-27.42409,-26.63
3388,4.9034,95.9695,-27.20691,-25.52
3389,4.9034,96.0017,-26.95806,-26.61
3390,4.9034,96.0339,-26.64314,-25.53
3391,4.9034,96.0661,-26.32563,-24.18
3392,4.9034,96.0983,-25.98197,-25.32
3393,4.9034,96.1305,-25.59896,-24.07
3394,4.9034,96.1627,-25.25122,-22.53
3395,4.9034,96.1949,-24.85848,-23.82
3396,4.9034,96.2271,-24.48322,-22.44
3397,4.9034,96.2593,-24.16966,-23.54
3398,4.9034,96.2915,-24.01162,-22.42
3399,4.9034,96.3237,-23.82687,-21.08
3400,4.9034,96.3559,-23.55878,-22.55
3401,4.9034,96.3881,-23.44939,-21.48
3402,4.9034,96.4203,-23.45242,-22.85
3403,4.9034,96.4525,-23.42561,-21.99
3404,4.9034,96.4847,-23.40432,-20.93
3405,4.9034,96.5169,-23.3628,-22.62
3406,4.9034,96.5492,-23.48769,-21.85
3407,4.9034,96.5814,-23.59134,-20.77
3408,4.9034,96.6136,-23.64909,-22.63
3409,4.9034,96.6458,-23.64594,-21.64
3410,4.9034,96.678,-23.63371,-23.1
3411,4.9034,96.7102,-23.57461,-22.13
3412,4.9034,96.7424,-23.46508,-20.85
3413,4.9034,96.7746,-23.31491,-22.38
3414,4.9034,96.8068,-23.16504,-21.24
3415,4.9034,96.839,-23.05057,-22.55
3416,4.9034,96.8712,-22.99495,-21.68
3417,4.9034,96.9034,-22.95421,-20.59
3418,4.9034,96.9356,-22.90708,-22.23
3419,4.9034,96.9678,-22.91518,-21.34
3420,4.9034,97,-22.91896,-22.77
3421,4.9356,95.1,-38.76432,-35.4
3422,4.9356,95.1322,-38.11786,-36.55
3423,4.9356,95.1644,-37.48589,-37.42
3424,4.9356,95.1966,-36.8684,-34.22
3425,4.9356,95.2288,-36.27634,-35.35
3426,4.9356,95.261,-35.71228,-31.85
3427,4.9356,95.2932,-35.17615,-33.24
3428,4.9356,95.3254,-34.65584,-34.34
3429,4.9356,95.3576,-34.12015,-31.04
3430,4.9356,95.3898,-33.54651,-32.34
3431,4.9356,95.422,-32.96937,-28.71
3432,4.9356,95.4542,-32.43756,-30.25
3433,4.9356,95.4864,-31.95091,-31.51
3434,4.9356,95.5186,-31.50071,-28.09
3435,4.9356,95.5508,-31.02903,-29.57
3436,4.9356,95.5831,-30.54555,-30.71
3437,4.9356,95.6153,-30.08641,-27.42
3438,4.9356,95.6475,-29.627,-28.79
3439,4.9356,95.6797,-29.23039,-25.22
3440,4.9356,95.7119,-28.9127,-26.97
3441,4.9356,95.7441,-28.63664,-28.44
3442,4.9356,95.7763,-28.43152,-25.31
3443,4.9356,95.8085,-28.2102,-27.1
3444,4.9356,95.8407,-27.9972,-23.7
3445,4.9356,95.8729,-27.77162,-25.66
3446,4.9356,95.9051,-27.58317,-27.31
3447,4.9356,95.9373,-27.37056,-24.08
3448,4.9356,95.9695,-27.16737,-25.88
3449,4.9356,96.0017,-26.90456,-22.3
3450,4.9356,96.0339,-26.60701,-24.17
3451,4.9356,96.0661,-26.3074,-25.71
3452,4.9356,96.0983,-25.94077,-22.19
3453,4.9356,96.1305,-25.60939,-23.95
3454,4.9356,96.1627,-25.25068,-25.37
3455,4.9356,96.1949,-24.9267,-22.02
3456,4.9356,96.2271,-24.62052,-23.66
3457,4.9356,96.2593,-24.28536,-20.04
3458,4.9356,96.2915,-24.05477,-21.94
3459,4.9356,96.3237,-23.9426,-23.57
3460,4.9356,96.3559,-23.75359,-20.33
3461,4.9356,96.3881,-23.69979,-22.32
3462,4.9356,96.4203,-23.54006,-18.9
3463,4.9356,96.4525,-23.68533,-21.15
3464,4.9356,96.4847,-23.65155,-23.12
3465,4.9356,96.5169,-23.73597,-20.06
3466,4.9356,96.5492,-23.82757,-22.3
3467,4.9356,96.5814,-23.93261,-24.17
3468,4.9356,96.6136,-23.99756,-21.32
3469,4.9356,96.6458,-24.02091,-23.31
3470,4.9356,96.678,-24.01393,-20.02
3471,4.9356,96.7102,-23.96676,-22.1
3472,4.9356,96.7424,-23.87147,-23.82
3473,4.9356,96.7746,-23.74515,-20.63
3474,4.9356,96.8068,-23.6185,-22.54
3475,4.9356,96.839,-23.50973,-19.07
3476,4.9356,96.8712,-23.4269,-21.24
3477,4.9356,96.9034,-23.37046,-23.11
3478,4.9356,96.9356,-23.33335,-19.97
3479,4.9356,96.9678,-23.32341,-22.08
3480,4.9356,97,-23.34248,-18.65
3481,4.9678,95.1,-38.54962,-35.52
3482,4.9678,95.1322,-37.91623,-35.67
3483,4.9678,95.1644,-37.29365,-35.57
3484,4.9678,95.1966,-36.69038,-33.95
3485,4.9678,95.2288,-36.11262,-34.07
3486,4.9678,95.261,-35.56138,-32.23
3487,4.9678,95.2932,-35.03853,-32.56
3488,4.9678,95.3254,-34.51965,-32.64
3489,4.9678,95.3576,-33.97722,-30.97
3490,4.9678,95.3898,-33.39352,-31.19
3491,4.9678,95.422,-32.77606,-29.25
3492,4.9678,95.4542,-32.2076,-29.67
3493,4.9678,95.4864,-31.71464,-29.85
3494,4.9678,95.5186,-31.28109,-28.11
3495,4.9678,95.5508,-30.80889,-28.47
3496,4.9678,95.5831,-30.3234,-28.54
3497,4.9678,95.6153,-29.87955,-26.97
3498,4.9678,95.6475,-29.44799,-27.24
3499,4.9678,95.6797,-29.0935,-25.5
3500,4.9678,95.7119,-28.78829,-26.12
3501,4.9678,95.7441,-28.54309,-26.49
3502,4.9678,95.7763,-28.29878,-25.17
3503,4.9678,95.8085,-28.10571,-25.84
3504,4.9678,95.8407,-27.88958,-24.31
3505,4.9678,95.8729,-27.7117,-25.14
3506,4.9678,95.9051,-27.56946,-25.68
3507,4.9678,95.9373,-27.39383,-24.27
3508,4.9678,95.9695,-27.17084,-24.92
3509,4.9678,96.0017,-26.9286,-23.16
3510,4.9678,96.0339,-26.66373,-23.85
3511,4.9678,96.0661,-26.29181,-24.26
3512,4.9678,96.0983,-25.96805,-22.58
3513,4.9678,96.1305,-25.68232,-23.2
3514,4.9678,96.1627,-25.35046,-23.51
3515,4.9678,96.1949,-25.11679,-22.07
3516,4.9678,96.2271,-24.81416,-22.58
3517,4.9678,96.2593,-24.48717,-20.88
3518,4.9678,96.2915,-24.24531,-21.62
3519,4.9678,96.3237,-24.17408,-22.12
3520,4.9678,96.3559,-24.0313,-20.78
3521,4.9678,96.3881,-23.97997,-21.62
3522,4.9678,96.4203,-23.96434,-20.15
3523,4.9678,96.4525,-23.94107,-21.21
3524,4.9678,96.4847,-23.99586,-22.03
3525,4.9678,96.5169,-24.10656,-20.83
3526,4.9678,96.5492,-24.21034,-21.88
3527,4.9678,96.5814,-24.33055,-22.59
3528,4.9678,96.6136,-24.39542,-21.55
3529,4.9678,96.6458,-24.41785,-22.38
3530,4.9678,96.678,-24.42391,-20.98
3531,4.9678,96.7102,-24.37908,-21.89
3532,4.9678,96.7424,-24.29931,-22.47
3533,4.9678,96.7746,-24.18674,-21.18
3534,4.9678,96.8068,-24.06656,-21.92
3535,4.9678,96.839,-23.96484,-20.36
3536,4.9678,96.8712,-23.87444,-21.31
3537,4.9678,96.9034,-23.80047,-22.01
3538,4.9678,96.9356,-23.74194,-20.7
3539,4.9678,96.9678,-23.70944,-21.61
3540,4.9678,97,-23.70641,-20.06
3541,5,95.1,-38.346,-40.17
3542,5,95.1322,-37.72469,-37.29
3543,5,95.1644,-37.11714,-34.19
3544,5,95.1966,-36.52615,-37.45
3545,5,95.2288,-35.95989,-34.49
3546,5,95.261,-35.42159,-37.7
3547,5,95.2932,-34.90901,-34.86
3548,5,95.3254,-34.39085,-31.79
3549,5,95.3576,-33.84142,-35.19
3550,5,95.3898,-33.25904,-32.2
3551,5,95.422,-32.64526,-35.47
3552,5,95.4542,-32.05865,-32.59
3553,5,95.4864,-31.55154,-29.49
3554,5,95.5186,-31.07434,-33.01
3555,5,95.5508,-30.612,-30.02
3556,5,95.5831,-30.149,-26.76
3557,5,95.6153,-29.67089,-30.54
3558,5,95.6475,-29.29597,-27.45
3559,5,95.6797,-28.96051,-31.21
3560,5,95.7119,-28.70595,-28.4
3561,5,95.7441,-28.49804,-25.4
