,pop_F,pop_M,pop_MF,hholds,fullname,leaf_value1
493,4757,4783,9540,2305,ทต.บาเจาะ,1
494,3571,3296,6867,3001,ทต.บำเหน็จณรงค์,1
495,3133,2983,6116,1838,ทต.บึงบูรพ์,1
496,2279,2124,4403,1688,ทต.บึงระมาณ,1
497,4930,4820,9750,3416,ทต.บึงโขงหลง,1
498,3047,2907,5954,2536,ทต.บุญเรือง,1
499,2242,2162,4404,2096,ทต.บุณฑริก,1
500,5092,5196,10288,2799,ทต.บุสูง,1
501,2601,2482,5083,1399,ทต.บูเก๊ะตา,1
502,3646,3496,7142,2678,ทต.บ่อ,1
503,1039,932,1971,755,ทต.บ่อกรุ,1
504,5597,5433,11030,3525,ทต.บ่อตรุ,1
505,6384,9857,16241,5948,ทต.บ่อทอง,1
506,2167,2088,4255,2072,ทต.บ่อทอง,1
507,4388,4336,8724,5693,ทต.บ่อพลอย,1
508,3508,3453,6961,2726,ทต.บ่อพลอย,1
509,5026,4546,9572,4874,ทต.บ่อพลับ,1
510,6031,6032,12063,3868,ทต.บ่อหลวง,1
511,2089,2290,4379,2552,ทต.บ่อเวฬุ,1
512,4857,4304,9161,4230,ทต.บ่อแฮ้ว,1
513,4886,4698,9584,3013,ทต.บ่อไทย,1
514,1981,1916,3897,1987,ทต.บ้านกรวด,1
515,4665,4667,9332,2721,ทต.บ้านกรวดปัญญาวัฒน์,1
516,2174,1970,4144,2328,ทต.บ้านกรูด,1
517,6180,5330,11510,11220,ทต.บ้านกลาง,1
518,6693,5988,12681,6840,ทต.บ้านกลาง,1
519,5470,4818,10288,5415,ทต.บ้านกลาง,1
520,3663,3298,6961,3561,ทต.บ้านกล้วย,1
521,8532,7504,16036,7193,ทต.บ้านกล้วย,1
522,1747,1576,3323,2074,ทต.บ้านค่าย,1
523,2509,2382,4891,1914,ทต.บ้านค่ายหมื่นแผ้ว,1
524,8693,8451,17144,6896,ทต.บ้านค้อ,1
525,4529,4073,8602,3545,ทต.บ้านฆ้อง,1
526,3774,3262,7036,3370,ทต.บ้านจั่น,1
527,8017,7770,15787,9309,ทต.บ้านฉาง,1
528,1933,1940,3873,1913,ทต.บ้านชัฏป่าหวาย,1
529,3917,3665,7582,2054,ทต.บ้านดอน,1
530,11085,9747,20832,14323,ทต.บ้านดู่,1
531,6123,5898,12021,3314,ทต.บ้านด่าน,1
532,1959,1879,3838,1386,ทต.บ้านด่านนาขาม,1
533,1439,1449,2888,1316,ทต.บ้านด่านโขงเจียม,1
534,3483,2994,6477,2726,ทต.บ้านตาก,1
535,1222,1150,2372,1833,ทต.บ้านตาขุน,1
536,3140,2917,6057,2270,ทต.บ้านต้า,1
537,3645,3423,7068,3267,ทต.บ้านต๊ำ,1
538,6823,5796,12619,7321,ทต.บ้านต๋อม,1
539,4081,4116,8197,3258,ทต.บ้านถ้ำ,1
540,1920,1913,3833,2109,ทต.บ้านท่าหลวง,1
541,8581,8274,16855,5186,ทต.บ้านธาตุ,1
542,4967,4482,9449,4380,ทต.บ้านธิ,1
543,4333,4155,8488,3410,ทต.บ้านนา,1
544,2538,2256,4794,2507,ทต.บ้านนา,1
545,1682,1584,3266,1665,ทต.บ้านนา,1
546,3763,3691,7454,3119,ทต.บ้านนา,1
547,1113,1120,2233,798,ทต.บ้านนาปรือ,1
548,1313,1187,2500,1180,ทต.บ้านนิเวศน์,1
549,2958,2643,5601,4546,ทต.บ้านปลวกแดง,1
550,2048,1933,3981,1596,ทต.บ้านปล้อง,1
551,1213,1014,2227,818,ทต.บ้านปิน,1
552,3920,3659,7579,4104,ทต.บ้านผือ,1
553,2342,2212,4554,1846,ทต.บ้านฝาง,1
554,3524,3554,7078,2901,ทต.บ้านพราน,1
555,3485,3450,6935,2614,ทต.บ้านมุง,1
556,1847,1717,3564,1497,ทต.บ้านม่วง,1
557,575,496,1071,387,ทต.บ้านยาง,1
558,1979,1693,3672,1693,ทต.บ้านลาด,1
559,5879,5084,10963,7104,ทต.บ้านสร้าง,1
560,1647,1595,3242,1650,ทต.บ้านสร้าง,1
561,2274,2057,4331,1717,ทต.บ้านสวน,1
562,6336,5756,12092,4564,ทต.บ้านสิงห์,1
563,8869,8698,17567,6909,ทต.บ้านส้อง,1
564,1359,1259,2618,1344,ทต.บ้านหมอ,1
565,4912,4314,9226,3833,ทต.บ้านเกาะ,1
566,4178,3816,7994,3415,ทต.บ้านเขว้า,1
567,2942,2918,5860,1988,ทต.บ้านเชียง,1
568,2250,2285,4535,1992,ทต.บ้านเชี่ยวหลาน,1
569,7812,7674,15486,4562,ทต.บ้านเดื่อ,1
570,24636,21557,46193,27738,ทต.บ้านเป็ด,1
571,3930,3759,7689,2377,ทต.บ้านเป้า,1
572,9338,8518,17856,12115,ทต.บ้านเพ,1
573,2488,2341,4829,2229,ทต.บ้านเพชร,1
574,2834,2755,5589,1751,ทต.บ้านเพชรภูเขียว,1
575,5721,5191,10912,5186,ทต.บ้านเลือก,1
576,9509,9773,19282,7802,ทต.บ้านเสด็จ,1
577,1824,1599,3423,1228,ทต.บ้านเหลื่อม,1
578,3949,3803,7752,2965,ทต.บ้านเหล่า,1
579,2027,2005,4032,1720,ทต.บ้านเหล่า,1
580,1089,997,2086,883,ทต.บ้านแก่ง,1
581,1557,1523,3080,951,ทต.บ้านแก้ง,1
582,2067,1996,4063,1629,ทต.บ้านแท่น,1
583,3345,2880,6225,2807,ทต.บ้านแป้น,1
584,4449,4325,8774,3615,ทต.บ้านแพง,1
585,1017,953,1970,877,ทต.บ้านแพรก,1
586,1661,1529,3190,1054,ทต.บ้านแพ้ว,1
587,956,918,1874,888,ทต.บ้านแม่ข่า,1
588,4923,5056,9979,5012,ทต.บ้านแยง,1
589,600,588,1188,449,ทต.บ้านแหลม,1
590,6003,5572,11575,4242,ทต.บ้านแหลม,1
591,3363,3291,6654,2262,ทต.บ้านแฮด,1
592,4561,4455,9016,3112,ทต.บ้านโข้ง,1
593,3281,3008,6289,1897,ทต.บ้านโคก,1
594,1917,1942,3859,1902,ทต.บ้านโคก,1
595,2135,1976,4111,1467,ทต.บ้านโคก,1
596,1598,1421,3019,1638,ทต.บ้านโตนด,1
597,3362,3126,6488,2049,ทต.บ้านโต้น,1
598,1429,1391,2820,1422,ทต.บ้านโพธิ์,1
599,4082,3494,7576,3637,ทต.บ้านโฮ่ง,1
600,1283,1264,2547,892,ทต.บ้านใหม่,1
601,1016,923,1939,798,ทต.บ้านใหม่,1
602,2198,2083,4281,1427,ทต.บ้านใหม่ไชยพจน์,1
603,1293,1247,2540,1399,ทต.บ้านไร่,1
604,4200,3952,8152,3459,ทต.บ้านไร่,1
605,2932,2638,5570,2819,ทต.ปง,1
606,5532,4987,10519,4190,ทต.ปทุม,1
607,3294,3084,6378,2145,ทต.ปทุมรัตต์,1
608,1747,1701,3448,1711,ทต.ปทุมราชวงศา,1
609,2364,2121,4485,2399,ทต.ประจันตคาม,1
610,3130,2934,6064,3104,ทต.ประทาย,1
611,5021,4493,9514,4099,ทต.ประโคนชัย,1
612,1391,1332,2723,1251,ทต.ปรางค์กู่,1
613,8664,7920,16584,9446,ทต.ปราณบุรี,1
614,2572,2327,4899,3038,ทต.ปราสาททอง,1
615,3281,3123,6404,2048,ทต.ปริก,1
616,5146,4715,9861,5156,ทต.ปรุใหญ่,1
617,1865,1696,3561,1312,ทต.ปลักแรด,1
618,1994,1876,3870,1574,ทต.ปลาปาก,1
619,4318,3966,8284,2904,ทต.ปลายนา,1
620,25318,21583,46901,23656,ทต.ปลายบาง,1
621,3043,3047,6090,2531,ทต.ปลายพระยา,1
622,3790,3465,7255,2455,ทต.ปอภาร,1
623,3611,3505,7116,2813,ทต.ปะคำ,1
624,715,625,1340,878,ทต.ปะทิว,1
625,5320,5361,10681,2714,ทต.ปะนาเระ,1
626,3553,3449,7002,2114,ทต.ปะลุรู,1
627,5645,5634,11279,3454,ทต.ปะโค,1
628,5383,5018,10401,4940,ทต.ปัว,1
629,3306,3313,6619,2733,ทต.ปากคาด,1
630,1784,1684,3468,1565,ทต.ปากชม,1
631,1679,1539,3218,1331,ทต.ปากดง,1
632,2009,2066,4075,1641,ทต.ปากตะโก,1
633,1427,1359,2786,1400,ทต.ปากท่อ,1
634,3121,3180,6301,2039,ทต.ปากนคร,1
635,2876,2642,5518,2626,ทต.ปากน้ำ,1
636,2360,2143,4503,1775,ทต.ปากน้ำ,1
637,1163,1271,2434,1811,ทต.ปากน้ำ,1
638,3262,3106,6368,3445,ทต.ปากน้ำชุมพร,1
639,2475,2299,4774,2053,ทต.ปากน้ำประแส,1
640,3900,3917,7817,3497,ทต.ปากน้ำปราณ,1
641,3262,3184,6446,3073,ทต.ปากน้ำหลังสวน,1
642,4489,4253,8742,3425,ทต.ปากน้ำแหลมสิงห์,1
643,1644,1540,3184,1528,ทต.ปากพะยูน,1
644,1796,1731,3527,1900,ทต.ปาย,1
645,6604,7678,14282,4549,ทต.ปิงโค้ง,1
646,3985,3722,7707,2800,ทต.ป่ากุมเกาะ,1
647,2202,2009,4211,2010,ทต.ป่าก่อดำ,1
648,4565,3852,8417,4218,ทต.ป่าซาง,1
649,6130,5476,11606,5623,ทต.ป่าซาง,1
650,4012,3785,7797,2982,ทต.ป่าตันนาครัว,1
651,1545,1493,3038,1250,ทต.ป่าติ้ว,1
652,2005,1913,3918,1736,ทต.ป่าบอน,1
653,5943,5391,11334,5495,ทต.ป่าอ้อดอนชัย,1
654,3847,3725,7572,3129,ทต.ป่าแงะ,1
655,2740,2621,5361,2599,ทต.ป่าแดง,1
656,3231,3081,6312,2436,ทต.ป่าแดด,1
657,9537,8163,17700,11136,ทต.ป่าแดด,1
658,6421,5611,12032,4982,ทต.ป่าแมต,1
659,4558,4200,8758,3647,ทต.ป่าโมก,1
660,7489,6736,14225,6383,ทต.ป่าไผ่,1
661,395,330,725,421,ทต.ป๊อกแป๊ก,1
662,4123,3883,8006,3063,ทต.ผาจุก,1
663,7765,8059,15824,4787,ทต.ผาสุก,1
664,4511,4286,8797,3780,ทต.ฝายกวาง,1
665,2182,2006,4188,2230,ทต.พญาเม็งราย,1
666,2439,2486,4925,2002,ทต.พนม,1
667,2748,2464,5212,2200,ทต.พนมทวน,1
668,6099,5717,11816,3902,ทต.พนมรุ้ง,1
669,3441,2961,6402,4243,ทต.พนมสารคาม,1
670,2129,2031,4160,1796,ทต.พนมไพร,1
671,1437,1263,2700,1117,ทต.พนา,1
672,3125,3325,6450,2751,ทต.พบพระ,1
673,4209,3783,7992,4258,ทต.พยัคฆภูมิพิสัย,1
674,2947,2541,5488,2974,ทต.พยุหะ,1
675,1974,1948,3922,1437,ทต.พยุห์,1
676,1269,1136,2405,1475,ทต.พรรณานิคม,1
677,1632,1519,3151,1309,ทต.พรหมบุรี,1
678,601,516,1117,547,ทต.พรหมพิราม,1
679,3465,3329,6794,2736,ทต.พรหมโลก,1
680,2078,1970,4048,1652,ทต.พระทองคำ,1
681,1198,1162,2360,1129,ทต.พระธาตุปู่ก่ำ,1
682,1732,1584,3316,1491,ทต.พระยืน,1
683,6011,5828,11839,5711,ทต.พระสมุทรเจดีย์,1
684,4977,4457,9434,6504,ทต.พระอินทราชา,1
685,2996,2996,5992,2226,ทต.พระเหลา,1
686,3219,2960,6179,2162,ทต.พระแท่น,1
687,4489,4142,8631,3707,ทต.พรานกระต่าย,1
688,5280,5047,10327,3560,ทต.พรเจริญ,1
689,3830,3605,7435,4192,ทต.พลวง,1
690,3278,3342,6620,1958,ทต.พลับพลาชัย,1
691,5431,4900,10331,6331,ทต.พลับพลานารายณ์,1
692,4204,4203,8407,5471,ทต.พลา,1
693,4079,3591,7670,4304,ทต.พลายชุมพล,1
694,3763,3312,7075,3118,ทต.พลิ้ว,1
695,4077,3614,7691,4773,ทต.พะตง,1
696,18010,16490,34500,15572,ทต.พะวง,1
697,732,739,1471,690,ทต.พะโต๊ะ,1
698,3274,3149,6423,3993,ทต.พังโคน,1
699,1712,1566,3278,1466,ทต.พัฒนานิคม,1
700,2892,2616,5508,2660,ทต.พันดอน,1
701,3074,2996,6070,2100,ทต.พันเสา,1
702,3268,3077,6345,3773,ทต.พานทอง,1
703,1403,1315,2718,1132,ทต.พิปูน,1
704,1762,1642,3404,3500,ทต.พิมพา,1
705,4174,3594,7768,2903,ทต.พิมาย,1
706,3459,3312,6771,2450,ทต.พุกร่าง,1
707,2192,1988,4180,2260,ทต.พุทไธสง,1
708,4041,3830,7871,2804,ทต.พุมเรียง,1
709,3727,3577,7304,3028,ทต.พุเตย,1
710,347,374,721,426,ทต.ฟากท่า,1
711,2396,2300,4696,1860,ทต.ฟ้าหยาด,1
712,3752,3233,6985,9650,ทต.ฟ้าฮ่าม,1
713,2802,2500,5302,2567,ทต.ภาชี,1
714,3599,3546,7145,2745,ทต.ภูกระดึง,1
715,1779,1686,3465,1284,ทต.ภูผาม่าน,1
716,4138,3963,8101,2369,ทต.ภูผาแดง,1
717,1361,1435,2796,827,ทต.ภูสิงห์,1
718,3271,2859,6130,3047,ทต.ภูเขียว,1
719,1392,1426,2818,1587,ทต.ภูเรือ,1
720,1554,1406,2960,1745,ทต.ภูเวียง,1
721,3502,3279,6781,3801,ทต.มวกเหล็ก,1
722,4387,4067,8454,3295,ทต.มหาพราหมณ์,1
723,1649,1562,3211,1447,ทต.มหาราช,1
724,2732,2465,5197,2376,ทต.มะกอก,1
725,1167,1003,2170,797,ทต.มะกอกเหนือ,1
726,903,800,1703,1031,ทต.มะขาม,1
727,7069,6958,14027,12353,ทต.มะขามคู่,1
728,969,949,1918,595,ทต.มะค่า,1
729,4174,4277,8451,1781,ทต.มะรือโบตก,1
730,2751,2599,5350,2139,ทต.มะอึ,1
731,8413,7656,16069,8747,ทต.มะเขือแจ้,1
732,1866,1676,3542,1934,ทต.มัญจาคีรี,1
733,5391,5483,10874,8450,ทต.มาบข่า,1
734,5095,4978,10073,7414,ทต.มาบข่าพัฒนา,1
735,1910,1865,3775,2224,ทต.มาบอำมฤต,1
736,2457,2450,4907,1220,ทต.มายอ,1
737,2255,1932,4187,1994,ทต.ม่วงน้อย,1
738,1629,1480,3109,1604,ทต.ม่วงสามสิบ,1
739,5177,5010,10187,3539,ทต.ม่วงหวาน,1
740,2609,2480,5089,1373,ทต.ยะรัง,1
741,3081,3179,6260,1944,ทต.ยะหริ่ง,1
742,1217,1258,2475,767,ทต.ยะหา,1
743,3206,3097,6303,2421,ทต.ยางชุมน้อย,1
744,4453,4041,8494,3826,ทต.ยางตลาด,1
745,4680,4588,9268,2592,ทต.ยางหล่อ,1
746,5571,5368,10939,4034,ทต.ยางฮอม,1
747,5756,4827,10583,5664,ทต.ยางเนิ้ง,1
748,4299,4321,8620,2349,ทต.ยายแย้มวัฒนา,1
749,1539,1543,3082,1106,ทต.ยี่งอ,1
750,1225,1188,2413,1082,ทต.ย่านดินแดง,1
751,4099,3498,7597,3811,ทต.ย่านตาขาว,1
752,3679,3549,7228,3583,ทต.ระหาน,1
753,5414,4967,10381,5409,ทต.ระแหง,1
754,2316,2131,4447,1971,ทต.ระโนด,1
755,2757,2562,5319,2712,ทต.รัตนบุรี,1
756,26073,23389,49462,30760,ทต.รัษฎา,1
757,1080,1020,2100,698,ทต.รางกระทุ่ม,1
758,3627,3636,7263,2590,ทต.รางหวาย,1
759,3032,3037,6069,1829,ทต.ราชคราม,1
760,9988,8785,18773,19684,ทต.ราไวย์,1
761,2188,1999,4187,1579,ทต.รำมะสัก,1
762,3596,3154,6750,2918,ทต.ริมปิง,1
763,3853,3723,7576,3584,ทต.รือเสาะ,1
764,1629,1706,3335,1069,ทต.ร่มเกล้า,1
765,1776,1588,3364,1218,ทต.ร่วมจิต,1
766,3104,2959,6063,2220,ทต.ร่องคำ,1
767,3962,3844,7806,3419,ทต.ร่อนทอง,1
768,3991,3641,7632,3337,ทต.ร่อนพิบูลย์,1
769,6497,5840,12337,6065,ทต.ร้องกวาง,1
770,4126,4186,8312,3434,ทต.ละหานทราย,1
771,1296,1356,2652,1211,ทต.ละอุ่น,1
772,1606,1482,3088,1899,ทต.ละแม,1
773,3893,3664,7557,2777,ทต.ลาดชะโด,1
774,2164,1962,4126,2244,ทต.ลาดบัวขาว,1
775,1352,1306,2658,1426,ทต.ลาดบัวหลวง,1
776,3148,2800,5948,3480,ทต.ลาดยาว,1
777,2877,2649,5526,2365,ทต.ลาดหญ้า,1
778,2399,2135,4534,1755,ทต.ลาดใหญ่,1
779,2158,2089,4247,2542,ทต.ลานกระบือ,1
780,4463,4196,8659,2974,ทต.ลานข่อย,1
781,911,872,1783,1019,ทต.ลานสกา,1
782,1714,1676,3390,2149,ทต.ลานสัก,1
783,1848,1732,3580,1719,ทต.ลานหอย,1
784,2188,2050,4238,1335,ทต.ลำคลอง,1
785,2259,2069,4328,1876,ทต.ลำดวนสุรพินท์,1
786,2254,2107,4361,2395,ทต.ลำทับ,1
787,2407,2367,4774,1397,ทต.ลำนางแก้ว,1
788,8165,7555,15720,8651,ทต.ลำนารายณ์,1
789,6948,6353,13301,6212,ทต.ลำปลายมาศ,1
790,4824,4384,9208,3348,ทต.ลำปางหลวง,1
791,979,909,1888,626,ทต.ลำพญา,1
792,2764,2830,5594,2041,ทต.ลำพันชาด,1
793,1461,1827,3288,1500,ทต.ลำภูรา,1
794,10328,9286,19614,10407,ทต.ลำลูกกา,1
795,491,497,988,379,ทต.ลำใหม่,1
796,1322,1276,2598,1054,ทต.ลำไทร,1
797,8022,7857,15879,4636,ทต.ลำไพล,1
798,1887,1653,3540,1515,ทต.ลูกแก,1
799,1576,1516,3092,1556,ทต.วงฆ้อง,1
800,1506,1479,2985,1051,ทต.วังกรด,1
801,4563,4700,9263,2586,ทต.วังกะ,1
802,5082,4496,9578,3429,ทต.วังกะพี้,1
803,4846,4433,9279,3918,ทต.วังขนาย,1
804,1866,1636,3502,1327,ทต.วังชมภู,1
805,3285,3072,6357,2915,ทต.วังชัย,1
806,1493,1412,2905,1428,ทต.วังชิ้น,1
807,2239,2085,4324,2723,ทต.วังดิน,1
808,790,810,1600,651,ทต.วังตะกู,1
809,3413,3258,6671,2476,ทต.วังตะเคียน,1
810,1665,1625,3290,1247,ทต.วังทรายพูน,1
811,2278,1996,4274,1718,ทต.วังทอง,1
812,4019,3591,7610,3258,ทต.วังผาง,1
813,2205,2080,4285,2570,ทต.วังม่วง,1
814,2769,2716,5485,2141,ทต.วังยาง,1
815,3614,3297,6911,2776,ทต.วังยาง,1
816,1514,1460,2974,1345,ทต.วังวิเศษ,1
817,6093,5727,11820,5200,ทต.วังศาลา,1
818,5419,5310,10729,5089,ทต.วังสมบูรณ์,1
819,3070,2900,5970,2848,ทต.วังสามหมอ,1
820,2122,2088,4210,1954,ทต.วังเจ้า,1
821,4735,4644,9379,3519,ทต.วังเย็น,1
822,2006,2012,4018,1982,ทต.วังเหนือ,1
823,2021,1810,3831,1521,ทต.วังโป่ง,1
824,1010,1053,2063,890,ทต.วังโพธิ์,1
825,5849,5665,11514,5195,ทต.วังไทร,1
826,3545,3224,6769,4707,ทต.วังไผ่,1
827,3073,2650,5723,3061,ทต.วัฒนานคร,1
828,10166,9190,19356,11250,ทต.วัดประดู่,1
829,1676,1495,3171,1965,ทต.วัดสิงห์,1
830,716,662,1378,561,ทต.วัดเพลง,1
831,4212,3802,8014,4020,ทต.วัดโบสถ์,1
832,3018,2732,5750,2377,ทต.วานรนิวาส,1
833,2479,2230,4709,2380,ทต.วาปีปทุม,1
834,1455,1394,2849,1359,ทต.วาริชภูมิ,1
835,28156,24798,52954,34915,ทต.วิชิต,1
836,2142,1917,4059,1908,ทต.วิหารแดง,1
837,3191,2720,5911,3013,ทต.วิเศษไชยชาญ,1
838,5576,5032,10608,3420,ทต.ศรีดอนไผ่,1
839,2741,2667,5408,1910,ทต.ศรีธาตุ,1
840,1632,1420,3052,1692,ทต.ศรีนคร,1
841,3013,2644,5657,2625,ทต.ศรีประจันต์,1
842,1576,1357,2933,1199,ทต.ศรีพนมมาศ,1
843,3340,3290,6630,2713,ทต.ศรีพนา,1
844,1868,1750,3618,2439,ทต.ศรีมหาโพธิ,1
845,2370,2313,4683,1467,ทต.ศรีรัตนะ,1
846,5482,5485,10967,3940,ทต.ศรีวิไล,1
847,2582,2453,5035,2537,ทต.ศรีสงคราม,1
848,2527,2590,5117,1806,ทต.ศรีสาคร,1
849,3895,3351,7246,3508,ทต.ศรีสำโรง,1
850,3238,3125,6363,2843,ทต.ศรีเชียงใหม่,1
851,2851,2612,5463,2239,ทต.ศรีเตี้ย,1
852,2095,2088,4183,1967,ทต.ศรีเมืองใหม่,1
853,11478,9892,21370,11481,ทต.ศาลากลาง,1
854,5260,6181,11441,7585,ทต.ศาลายา,1
855,1330,1278,2608,1198,ทต.ศาลาลำดวน,1
856,749,706,1455,536,ทต.ศาลาแดง,1
857,1017,892,1909,955,ทต.ศาลเจ้าพ่อ,1
858,1703,1663,3366,1305,ทต.ศาลเจ้าพ่อขุนศรี,1
859,1747,1541,3288,1469,ทต.ศาลเจ้าไก่ต่อ,1
860,2421,2242,4663,2815,ทต.ศีขรภูมิ,1
861,5690,5312,11002,5634,ทต.สตึก,1
862,1437,1288,2725,1299,ทต.สทิงพระ,1
863,2572,2430,5002,1616,ทต.สนม,1
864,2266,2029,4295,2948,ทต.สนามชัยเขต,1
865,4159,3826,7985,3455,ทต.สบบง,1
866,2886,2618,5504,2080,ทต.สบปราบ,1
867,3503,3295,6798,3366,ทต.สมเด็จ,1
868,1595,1476,3071,1367,ทต.สรรพยา,1
869,1190,1215,2405,999,ทต.สระกระโจม,1
870,926,886,1812,641,ทต.สระบัว,1
871,1383,1404,2787,1007,ทต.สระพังทอง,1
872,1487,1334,2821,1059,ทต.สระยายโสม,1
873,3759,3453,7212,3309,ทต.สระโบสถ์,1
874,1975,1982,3957,1090,ทต.สร้างก่อ,1
875,3740,3605,7345,2666,ทต.สร้างคอม,1
876,4261,3893,8154,4448,ทต.สลกบาตร,1
877,4092,3667,7759,4053,ทต.สวนดอกไม้,1
878,1709,1710,3419,1857,ทต.สวนผึ้ง,1
879,17979,17771,35750,21954,ทต.สวนหลวง,1
880,3376,3185,6561,2308,ทต.สวนแตง,1
881,3390,3126,6516,2918,ทต.สว่างวัฒนา,1
882,832,777,1609,974,ทต.สว่างอารมณ์,1
883,4274,3890,8164,4872,ทต.สว่างแดนดิน,1
884,3605,3000,6605,3125,ทต.สอง,1
885,676,620,1296,792,ทต.สะบ้าย้อย,1
886,1141,1039,2180,1171,ทต.สะพลี,1
887,5029,4971,10000,2706,ทต.สะอาด,1
888,2702,2677,5379,2622,ทต.สะเมิงใต้,1
889,1997,1741,3738,2314,ทต.สังขะ,1
890,1688,1627,3315,1448,ทต.สังคม,1
891,9473,8161,17634,9123,ทต.สันกำแพง,1
892,1381,1247,2628,1266,ทต.สันทราย,1
893,15595,12979,28574,15478,ทต.สันทรายหลวง,1
894,7113,6008,13121,8345,ทต.สันนาเม็ง,1
895,9149,7914,17063,9460,ทต.สันปูเลย,1
896,2392,2026,4418,2782,ทต.สันป่าตอง,1
897,3349,2837,6186,3382,ทต.สันพระเนตร,1
898,4402,3945,8347,5091,ทต.สันมหาพน,1
899,2736,2478,5214,2395,ทต.สากเหล็ก,1
900,3652,3313,6965,2924,ทต.สามกอ,1
901,2534,2219,4753,2265,ทต.สามง่าม,1
902,7218,6619,13837,4922,ทต.สามง่าม,1
903,686,636,1322,469,ทต.สามง่ามท่าโบสถ์,1
904,6759,6012,12771,6814,ทต.สามชุก,1
905,4558,4477,9035,2418,ทต.สามัคคีพัฒนา,1
906,2406,2160,4566,2139,ทต.สามเงา,1
907,3746,3642,7388,2869,ทต.สามเมือง,1
908,1996,1896,3892,2250,ทต.สามแยก,1
909,5588,5024,10612,3569,ทต.สามโก้,1
910,3766,3349,7115,2708,ทต.สารภี,1
911,9202,8940,18142,5780,ทต.สาวะถี,1
912,7343,6244,13587,9315,ทต.สำนักขาม,1
913,1108,1094,2202,901,ทต.สำนักขุนเณร,1
914,5676,5485,11161,6057,ทต.สำนักท้อน,1
915,936,888,1824,637,ทต.สำรอง,1
916,1179,1145,2324,1268,ทต.สำโรงทาบ,1
917,16623,13906,30529,31219,ทต.สำโรงเหนือ,1
918,6326,6348,12674,3761,ทต.สำโรงใหม่,1
919,3612,3345,6957,4038,ทต.สิชล,1
920,2235,2355,4590,1593,ทต.สิริราช,1
921,728,668,1396,664,ทต.สิเกา,1
922,1704,1658,3362,1558,ทต.สีชมพู,1
923,1839,1783,3622,1470,ทต.สีดา,1
924,4520,4488,9008,4308,ทต.สีมามงคล,1
925,1675,1742,3417,1585,ทต.สุคิริน,1
926,7869,7176,15045,10133,ทต.สุนทรภู่,1
927,3956,3799,7755,2875,ทต.สุวรรณคูหา,1
928,4747,4227,8974,4235,ทต.สุวรรณภูมิ,1
929,8587,8518,17105,11480,ทต.สุเทพ,1
930,5213,4640,9853,6308,ทต.สูงเนิน,1
931,2016,1740,3756,1911,ทต.สูงเม่น,1
932,2445,2456,4901,1576,ทต.ส่องดาว,1
933,3450,3263,6713,2791,ทต.หงส์หิน,1
934,1284,1191,2475,1100,ทต.หงาว,1
935,2122,1958,4080,1352,ทต.หนองกราด,1
936,5045,4719,9764,4165,ทต.หนองกี่,1
937,4515,4376,8891,3433,ทต.หนองกุงศรี,1
938,2662,2393,5055,1616,ทต.หนองขาว,1
939,317,280,597,332,ทต.หนองขาหย่าง,1
940,1972,1773,3745,2167,ทต.หนองคล้า,1
941,1436,1279,2715,1033,ทต.หนองจอก,1
942,3138,3107,6245,2022,ทต.หนองจิก,1
943,9374,7839,17213,9331,ทต.หนองจ๊อม,1
944,1449,1271,2720,1914,ทต.หนองฉาง,1
945,4472,3890,8362,3542,ทต.หนองตองพัฒนา,1
946,1540,1456,2996,966,ทต.หนองตากยา,1
947,4904,5125,10029,4034,ทต.หนองตาคง,1
948,10921,10666,21587,16934,ทต.หนองตำลึง,1
949,3980,3701,7681,2229,ทต.หนองตูม,1
950,6641,6675,13316,5075,ทต.หนองน้ำใส,1
951,3703,3788,7491,3941,ทต.หนองบอน,1
952,1193,1048,2241,977,ทต.หนองบัว,1
953,17257,15731,32988,16104,ทต.หนองบัว,1
954,6097,5507,11604,5046,ทต.หนองบัว,1
955,3516,3182,6698,3046,ทต.หนองบัว,1
956,4518,4264,8782,2695,ทต.หนองบัวตะเกียด,1
957,2967,2898,5865,2642,ทต.หนองบัวระเหว,1
958,1229,1208,2437,872,ทต.หนองบัวลาย,1
959,2353,2276,4629,1847,ทต.หนองบัววง,1
960,4488,4315,8803,4305,ทต.หนองบัวแดง,1
961,986,949,1935,784,ทต.หนองบัวโคก,1
962,2256,2136,4392,1802,ทต.หนองปรือ,1
963,1728,1657,3385,1156,ทต.หนองปล้อง,1
964,3931,3390,7321,6108,ทต.หนองป่าครั่ง,1
965,8539,7305,15844,8895,ทต.หนองผึ้ง,1
966,5081,4862,9943,3419,ทต.หนองผือ,1
967,1148,1063,2211,959,ทต.หนองฝ้าย,1
968,3434,3302,6736,2325,ทต.หนองพยอม,1
969,2476,2274,4750,2882,ทต.หนองพลับ,1
970,3300,3135,6435,2671,ทต.หนองพอก,1
971,2541,2381,4922,2156,ทต.หนองม่วง,1
972,2362,2036,4398,1894,ทต.หนองม่วงไข่,1
973,1899,1746,3645,1800,ทต.หนองยวง,1
974,1093,1030,2123,803,ทต.หนองรี,1
975,2888,2674,5562,2540,ทต.หนองล่อง,1
976,4896,4675,9571,2887,ทต.หนองวัวซอ,1
977,1129,1006,2135,674,ทต.หนองสระ,1
978,3772,3506,7278,2293,ทต.หนองสอ,1
979,2637,2628,5265,2077,ทต.หนองสองห้อง,1
980,2935,2834,5769,2774,ทต.หนองสองห้อง,1
