,pop_F,pop_M,pop_MF,hholds,fullname,leaf_value1
0,36403,31176,67579,40914,ทข.คลองสาน,1
1,109142,97295,206437,88145,ทข.คลองสามวา,1
2,48233,43403,91636,78678,ทข.คลองเตย,1
3,51032,44604,95636,46218,ทข.คันนายาว,1
4,83088,71058,154146,129790,ทข.จตุจักร,1
5,76858,68913,145771,73995,ทข.จอมทอง,1
6,84315,83606,167921,78493,ทข.ดอนเมือง,1
7,61060,51754,112814,63891,ทข.ดินแดง,1
8,37654,43840,81494,31693,ทข.ดุสิต,1
9,54663,47806,102469,43319,ทข.ตลิ่งชัน,1
10,42341,36457,78798,34905,ทข.ทวีวัฒนา,1
11,65644,57748,123392,55205,ทข.ทุ่งครุ,1
12,53887,47330,101217,61449,ทข.ธนบุรี,1
13,53694,47817,101511,51364,ทข.บางกอกน้อย,1
14,33367,29283,62650,32521,ทข.บางกอกใหญ่,1
15,77818,64756,142574,109419,ทข.บางกะปิ,1
16,97948,87046,184994,92129,ทข.บางขุนเทียน,1
17,42761,38217,80978,40393,ทข.บางคอแหลม,1
18,64797,55921,120718,76659,ทข.บางซื่อ,1
19,46674,40379,87053,72310,ทข.บางนา,1
20,53655,48980,102635,51099,ทข.บางบอน,1
21,48139,40151,88290,57812,ทข.บางพลัด,1
22,23843,21172,45015,32664,ทข.บางรัก,1
23,98814,87386,186200,115522,ทข.บางเขน,1
24,103209,89222,192431,94679,ทข.บางแค,1
25,75922,63412,139334,76268,ทข.บึงกุ่ม,1
26,22167,19596,41763,32328,ทข.ปทุมวัน,1
27,96421,85211,181632,93842,ทข.ประเวศ,1
28,20746,19672,40418,19609,ทข.ป้อมปราบศัตรูพ่าย,1
29,33764,32448,66212,44826,ทข.พญาไท,1
30,22309,20753,43062,19140,ทข.พระนคร,1
31,47875,39143,87018,61515,ทข.พระโขนง,1
32,65728,57096,122824,65974,ทข.ภาษีเจริญ,1
33,74742,66632,141374,63274,ทข.มีนบุรี,1
34,40249,34827,75076,53663,ทข.ยานนาวา,1
35,35475,32260,67735,54612,ทข.ราชเทวี,1
36,40657,36852,77509,38059,ทข.ราษฎร์บูรณะ,1
37,93803,84621,178424,100871,ทข.ลาดกระบัง,1
38,63129,52473,115602,58086,ทข.ลาดพร้าว,1
39,57597,48304,105901,63328,ทข.วังทองหลาง,1
40,43627,37755,81382,82927,ทข.วัฒนา,1
41,66792,56032,122824,82161,ทข.สวนหลวง,1
42,51950,43972,95922,41892,ทข.สะพานสูง,1
43,10712,10065,20777,13177,ทข.สัมพันธวงศ์,1
44,39057,34930,73987,43840,ทข.สาทร,1
45,109896,96935,206831,106948,ทข.สายไหม,1
46,91871,86985,178856,68505,ทข.หนองจอก,1
47,83013,72347,155360,63568,ทข.หนองแขม,1
48,53129,47405,100534,58706,ทข.หลักสี่,1
49,46032,37246,83278,86846,ทข.ห้วยขวาง,1
50,5618,4756,10374,5351,ทต.กกโก,1
51,2153,1923,4076,2053,ทต.กงไกรลาศ,1
52,2015,1718,3733,2200,ทต.กบินทร์,1
53,1885,1742,3627,1407,ทต.กม.5,1
54,5149,4626,9775,3664,ทต.กมลาไสย,1
55,1765,1734,3499,1287,ทต.กรอกสมบูรณ์,1
56,3761,3583,7344,1983,ทต.กระจัน,1
57,4095,3680,7775,3781,ทต.กระจับ,1
58,1156,1009,2165,862,ทต.กระดังงา,1
59,9330,9061,18391,8762,ทต.กระบี่น้อย,1
60,1795,1599,3394,1814,ทต.กระสัง,1
61,4488,4342,8830,2211,ทต.กระหวัน,1
62,959,843,1802,780,ทต.กระโสม,1
63,6716,6195,12911,3887,ทต.กรับใหญ่,1
64,2569,2486,5055,2730,ทต.กลางดง,1
65,2426,2391,4817,1851,ทต.กองดิน,1
66,3915,3579,7494,8835,ทต.กะรน,1
67,778,736,1514,674,ทต.กะเปอร์,1
68,3031,2660,5691,3419,ทต.กังแอน,1
69,4433,4590,9023,2278,ทต.กันทรอม,1
70,3129,2923,6052,3219,ทต.กันทรารมย์,1
71,4942,4539,9481,4770,ทต.กาญจนดิษฐ์,1
72,1322,1284,2606,1633,ทต.กำเนิดนพคุณ,1
73,1374,1262,2636,1333,ทต.กำแพง,1
74,2624,2356,4980,2876,ทต.กำแพง,1
75,1124,1037,2161,823,ทต.กำแพงดิน,1
76,2546,2364,4910,2577,ทต.กำแพงเพชร,1
77,3579,3204,6783,4261,ทต.กำแพงแสน,1
78,2055,2103,4158,1482,ทต.กุดข้าวปุ้น,1
79,5239,4932,10171,3922,ทต.กุดจับ,1
80,1431,1260,2691,1405,ทต.กุดจิก,1
81,5877,5922,11799,4423,ทต.กุดชมภู,1
82,2469,2356,4825,2221,ทต.กุดชุมพัฒนา,1
83,2855,2735,5590,1835,ทต.กุดดินจี่,1
84,1365,1380,2745,747,ทต.กุดดู่,1
85,3086,2901,5987,2620,ทต.กุดนกเปล้า,1
86,4338,4177,8515,2635,ทต.กุดน้ำใส,1
87,2627,2472,5099,1890,ทต.กุดบาก,1
88,6764,6923,13687,5116,ทต.กุดประทาย,1
89,5213,4911,10124,4510,ทต.กุดสิม,1
90,2717,2507,5224,2075,ทต.กุดหว้า,1
91,4233,3915,8148,4491,ทต.กุมภวาปี,1
92,4549,4183,8732,4250,ทต.กุยบุรี,1
93,2077,1983,4060,1718,ทต.กุสุมาลย์,1
94,2346,2245,4591,1615,ทต.กู่กาสิงห์,1
95,2224,2190,4414,2466,ทต.ขนอม,1
96,4528,4369,8897,2216,ทต.ขวาว,1
97,4165,3880,8045,3436,ทต.ขาณุวรลักษบุรี,1
98,2186,2104,4290,2198,ทต.ขามทะเลสอ,1
99,4747,4820,9567,3208,ทต.ขามป้อม,1
100,2675,2422,5097,1920,ทต.ขามสะแกแสง,1
101,8610,6156,14766,5698,ทต.ขามเรียง,1
102,20739,18879,39618,20913,ทต.ขามใหญ่,1
103,11031,7966,18997,11374,ทต.ขุนทะเล,1
104,2706,2693,5399,1859,ทต.ขุนพัดเพ็ง,1
105,1772,1695,3467,1733,ทต.ขุนยวม,1
106,5482,5366,10848,3784,ทต.ขุนหาญ,1
107,691,636,1327,669,ทต.คชสิทธิ์,1
108,3174,3181,6355,2698,ทต.ครึ่ง,1
109,1015,934,1949,1025,ทต.คลองขลุง,1
110,9868,10582,20450,9229,ทต.คลองขุด,1
111,4977,4439,9416,5508,ทต.คลองจิก,1
112,4751,4817,9568,3415,ทต.คลองชะอุ่น,1
113,5747,5538,11285,3215,ทต.คลองด่าน,1
114,2509,2220,4729,6618,ทต.คลองตำหรุ,1
115,1804,1648,3452,1791,ทต.คลองท่อมใต้,1
116,1160,1067,2227,1341,ทต.คลองปาง,1
117,1472,1395,2867,1313,ทต.คลองพน,1
118,3031,2863,5894,2247,ทต.คลองพิไกร,1
119,11496,11041,22537,8568,ทต.คลองลานพัฒนา,1
120,2267,2131,4398,1857,ทต.คลองวาฬ,1
121,1512,1432,2944,866,ทต.คลองสวน,1
122,1955,1798,3753,1749,ทต.คลองเต็ง,1
123,4188,4010,8198,3450,ทต.คลองแงะ,1
124,2993,2828,5821,2445,ทต.คลองแม่ลาย,1
125,5636,5080,10716,4468,ทต.คลองโยง,1
126,2668,2652,5320,2102,ทต.คลองใหญ่,1
127,2670,2588,5258,2441,ทต.คลองใหญ่,1
128,1670,1972,3642,1751,ทต.คลองไผ่,1
129,1096,1048,2144,760,ทต.ควนกุน,1
130,1117,955,2072,1181,ทต.ควนขนุน,1
131,2217,1913,4130,1779,ทต.ควนเนียง,1
132,2733,2714,5447,1953,ทต.ควนโดน,1
133,736,755,1491,589,ทต.คอกช้าง,1
134,2214,1974,4188,1893,ทต.คอนสวรรค์,1
135,2182,1997,4179,1456,ทต.คอนสาร,1
136,6547,6713,13260,4113,ทต.คอแลน,1
137,1174,1169,2343,1131,ทต.คำชะอี,1
138,3716,3571,7287,2330,ทต.คำตากล้า,1
139,4086,4034,8120,3228,ทต.คำน้ำแซบ,1
140,5185,5236,10421,3018,ทต.คำบง,1
141,7001,6809,13810,4152,ทต.คำบ่อ,1
142,2100,2064,4164,2126,ทต.คำพราน,1
143,4599,4681,9280,2631,ทต.คำพอุง,1
144,1986,1939,3925,1722,ทต.คำม่วง,1
145,6419,6518,12937,4746,ทต.คำอาฮวน,1
146,1938,1874,3812,1563,ทต.คำเขื่อนแก้ว,1
147,2538,2449,4987,1627,ทต.คำใหญ่,1
148,1739,1737,3476,2145,ทต.คุระบุรี,1
149,4574,4244,8818,3508,ทต.คุ้งตะเภา,1
150,947,881,1828,992,ทต.คุ้งสำเภา,1
151,5805,5700,11505,3244,ทต.คูเต่า,1
152,1811,1805,3616,2008,ทต.คูเมือง,1
153,2291,2200,4491,1628,ทต.ค้อวัง,1
154,3405,3298,6703,2488,ทต.งิม,1
155,2059,1773,3832,1595,ทต.จตุรพักตรพิมาน,1
156,3220,2874,6094,2406,ทต.จระเข้หิน,1
157,4149,4309,8458,2381,ทต.จริม,1
158,2482,2530,5012,1522,ทต.จอมทอง,1
159,4908,4234,9142,4576,ทต.จอมทอง,1
160,2599,2272,4871,3658,ทต.จอมบึง,1
161,2180,1960,4140,1939,ทต.จอมพระ,1
162,334,335,669,503,ทต.จอมพลเจ้าพระยา,1
163,8592,8376,16968,9909,ทต.จอหอ,1
164,3497,3385,6882,3335,ทต.จะนะ,1
165,2179,1922,4101,1617,ทต.จักราช,1
166,2188,1972,4160,2210,ทต.จัตุรัส,1
167,7496,6736,14232,6226,ทต.จันจว้า,1
168,3845,3451,7296,3989,ทต.จันดี,1
169,5339,5211,10550,2954,ทต.จันดุม,1
170,3946,3905,7851,2404,ทต.จันทบเพชร,1
171,4060,4137,8197,2185,ทต.จำปี,1
172,4659,4400,9059,3976,ทต.จุน,1
173,4804,4755,9559,2506,ทต.จุมจัง,1
174,1223,1116,2339,1005,ทต.ฉลุง,1
175,1258,1203,2461,1288,ทต.ฉวาง,1
176,4199,3732,7931,3328,ทต.ชนบท,1
177,1653,1749,3402,1831,ทต.ชนแดน,1
178,3985,3629,7614,3159,ทต.ชมภู,1
179,3679,3610,7289,2282,ทต.ชะรัด,1
180,1875,1613,3488,1663,ทต.ชะอวด,1
181,4357,3604,7961,2707,ทต.ชัยนาท,1
182,2693,2583,5276,1674,ทต.ชัยวารี,1
183,2255,2140,4395,1896,ทต.ชากไทย,1
184,1645,1522,3167,1441,ทต.ชานุมาน,1
185,4137,4650,8787,3576,ทต.ชุมพล,1
186,1211,1099,2310,1097,ทต.ชุมพลบุรี,1
187,4533,4293,8826,3841,ทต.ชุมพวง,1
188,1878,1818,3696,2297,ทต.ชุมแสง,1
189,2862,2836,5698,1786,ทต.ช่องลม,1
190,1883,1825,3708,1909,ทต.ช่องเม็ก,1
191,1556,1444,3000,1071,ทต.ช่องแค,1
192,4525,4255,8780,3678,ทต.ช่อแฮ,1
193,5592,5525,11117,3957,ทต.ช้างซ้าย,1
194,4766,4217,8983,9040,ทต.ช้างเผือก,1
195,4370,4197,8567,5123,ทต.ซับสมอทอด,1
196,2692,2572,5264,1927,ทต.ซำสูง,1
197,1351,1225,2576,1044,ทต.ดงขุย,1
198,2427,2333,4760,1620,ทต.ดงป่าคำ,1
199,3100,2800,5900,2283,ทต.ดงมะไฟ,1
200,4371,3860,8231,3587,ทต.ดงเจน,1
201,5311,5470,10781,3076,ทต.ดงเย็น,1
202,4470,4277,8747,2435,ทต.ดงแดง,1
203,807,785,1592,734,ทต.ดอนฉิมพลี,1
204,1357,1181,2538,958,ทต.ดอนตาล,1
205,3710,3362,7072,3143,ทต.ดอนทราย,1
206,2364,2309,4673,1846,ทต.ดอนพุด,1
207,3349,3123,6472,2231,ทต.ดอนยายหอม,1
208,2547,2525,5072,1508,ทต.ดอนหญ้านาง,1
209,1895,1737,3632,1314,ทต.ดอนหวาย,1
210,6731,6638,13369,15019,ทต.ดอนหัวฬ่อ,1
211,4307,4401,8708,2399,ทต.ดอนเกาะกา,1
212,2101,2055,4156,1272,ทต.ดอนเขือง,1
213,1491,1423,2914,1370,ทต.ดอนเจดีย์,1
214,1740,1686,3426,1837,ทต.ดอนโมง,1
215,2258,1977,4235,2143,ทต.ดอยสะเก็ด,1
216,3814,3325,7139,3282,ทต.ดำเนินสะดวก,1
217,3474,3378,6852,2015,ทต.ดินดำ,1
218,4157,3888,8045,3808,ทต.ดีลัง,1
219,3242,2874,6116,3962,ทต.ด่านขุนทด,1
220,4373,4185,8558,2612,ทต.ด่านคล้า,1
221,3205,2913,6118,3362,ทต.ด่านช้าง,1
222,1732,1654,3386,1963,ทต.ด่านซ้าย,1
223,1200,1241,2441,837,ทต.ด่านทับตะโก,1
224,1263,1234,2497,1283,ทต.ด่านมะขามเตี้ย,1
225,28960,25340,54300,26474,ทต.ด่านสำโรง,1
226,5039,4797,9836,4405,ทต.ด่านเกวียน,1
227,2147,2016,4163,1627,ทต.ตกพรม,1
228,866,816,1682,683,ทต.ตรอน,1
229,4617,4409,9026,4367,ทต.ตระการพืชผล,1
230,2471,2347,4818,1758,ทต.ตลาดนิคมปราสาท,1
231,2162,1908,4070,1816,ทต.ตลาดเขต,1
232,1730,1575,3305,1326,ทต.ตลาดแค,1
233,2770,2457,5227,2919,ทต.ตลาดไชยา,1
234,5781,5456,11237,3677,ทต.ตลุกดู่,1
235,6399,6223,12622,5782,ทต.ตองโขบ,1
236,1345,1277,2622,1362,ทต.ตะกาง,1
237,2431,2350,4781,2261,ทต.ตะกุด,1
238,2689,2542,5231,1913,ทต.ตะขบ,1
239,2832,2632,5464,1928,ทต.ตะค่า,1
240,2273,2334,4607,1836,ทต.ตะเคียนทอง,1
241,12947,11980,24927,13005,ทต.ตะเคียนเตี้ย,1
242,2231,2121,4352,1564,ทต.ตะโหมด,1
243,1494,1326,2820,736,ทต.ตันหยง,1
244,3622,3388,7010,3839,ทต.ตันหยงมัส,1
245,2785,2601,5386,2764,ทต.ตากฟ้า,1
246,8261,8372,16633,4361,ทต.ตาจง,1
247,1305,1272,2577,1153,ทต.ตาพระยา,1
248,1619,1604,3223,1082,ทต.ตาลสุม,1
249,1842,1865,3707,884,ทต.ตาลเลียน,1
250,2869,2586,5455,2043,ทต.ต้นคราม,1
251,2588,2351,4939,1392,ทต.ต้นไทร,1
252,5032,6181,11213,4778,ทต.ถนนใหญ่,1
253,4557,4145,8702,3432,ทต.ถอนสมอ,1
254,3881,3784,7665,2213,ทต.ถาวร,1
255,5722,5575,11297,6379,ทต.ทรายขาว,1
256,3211,3029,6240,2142,ทต.ทรายมูล,1
257,1519,1595,3114,1602,ทต.ทองผาภูมิ,1
258,2353,2209,4562,1818,ทต.ทองแสนขัน,1
259,1727,1718,3445,1082,ทต.ทอนหงส์,1
260,2185,2138,4323,1251,ทต.ทะเมนชัย,1
261,1110,1021,2131,830,ทต.ทับกฤช,1
262,2275,2076,4351,1766,ทต.ทับคล้อ,1
263,8110,8226,16336,6138,ทต.ทับช้าง,1
264,509,489,998,655,ทต.ทับปุด,1
265,12651,12521,25172,17254,ทต.ทับมา,1
266,3447,3084,6531,3495,ทต.ทับสะแก,1
267,4589,4200,8789,3662,ทต.ทัพทัน,1
268,1532,1393,2925,1406,ทต.ทากาศ,1
269,4370,4535,8905,2888,ทต.ทางพูน,1
270,2545,2420,4965,2292,ทต.ทาสบชัย,1
271,2736,2567,5303,2542,ทต.ทาสบเส้า,1
272,7193,7176,14369,6481,ทต.ที่วัง,1
273,3052,2985,6037,2125,ทต.ทุ่งกระเชาะ,1
274,5475,5565,11040,3075,ทต.ทุ่งข้าวพวง,1
275,3452,3160,6612,4025,ทต.ทุ่งควายกิน,1
276,1779,1521,3300,1277,ทต.ทุ่งคอก,1
277,1612,1678,3290,1431,ทต.ทุ่งช้าง,1
278,4447,4309,8756,3271,ทต.ทุ่งทราย,1
279,3725,3423,7148,2206,ทต.ทุ่งฝน,1
280,5243,4579,9822,4119,ทต.ทุ่งยั้ง,1
281,1304,1149,2453,1096,ทต.ทุ่งยาว,1
282,3832,3588,7420,2569,ทต.ทุ่งลาน,1
283,2428,3006,5434,4511,ทต.ทุ่งสะเดา,1
284,3703,3400,7103,2398,ทต.ทุ่งหลวง,1
285,6943,6896,13839,4397,ทต.ทุ่งหลวง,1
286,5772,5463,11235,4214,ทต.ทุ่งหลวง,1
287,1652,1584,3236,1239,ทต.ทุ่งหว้า,1
288,1268,1259,2527,1242,ทต.ทุ่งหัวช้าง,1
289,3860,3450,7310,3039,ทต.ทุ่งเสลี่ยม,1
290,3296,2858,6154,3192,ทต.ทุ่งโฮ้ง,1
291,942,944,1886,1105,ทต.ท่าขนอน,1
292,4601,4267,8868,6489,ทต.ท่าขอนยาง,1
293,3902,3635,7537,8927,ทต.ท่าข้าม,1
294,1216,1227,2443,976,ทต.ท่าข้าม,1
295,686,692,1378,664,ทต.ท่าข้าม,1
296,2979,2727,5706,3529,ทต.ท่าข้าม,1
297,4606,4506,9112,2949,ทต.ท่าคันโท,1
298,2438,2262,4700,1938,ทต.ท่าฉาง,1
299,1534,1371,2905,1762,ทต.ท่าชนะ,1
300,497,493,990,328,ทต.ท่าช้าง,1
301,2584,2420,5004,2096,ทต.ท่าช้าง,1
302,11323,11219,22542,9981,ทต.ท่าช้าง,1
303,2959,2600,5559,2889,ทต.ท่าตะโก,1
304,2079,1939,4018,1819,ทต.ท่าตูม,1
305,3604,3527,7131,3186,ทต.ท่าทองใหม่,1
306,535,501,1036,595,ทต.ท่านา,1
307,2597,2387,4984,2750,ทต.ท่าน้ำอ้อยม่วงหัก,1
308,3475,3278,6753,4183,ทต.ท่าบุญมี,1
309,1176,1076,2252,949,ทต.ท่าปลา,1
310,4622,4225,8847,4111,ทต.ท่าพระ,1
311,3454,3146,6600,3074,ทต.ท่าพริกเนินทราย,1
312,3970,3621,7591,2591,ทต.ท่าพล,1
313,766,733,1499,629,ทต.ท่าพุทรา,1
314,4533,3971,8504,4723,ทต.ท่ามะกา,1
315,1886,1762,3648,2024,ทต.ท่ามะเขือ,1
316,2161,1976,4137,1794,ทต.ท่ามะเดื่อ,1
317,5311,4577,9888,5513,ทต.ท่าม่วง,1
318,14736,13256,27992,11600,ทต.ท่ายาง,1
319,5213,5036,10249,4751,ทต.ท่ายาง,1
320,2712,2457,5169,3050,ทต.ท่ายาง,1
321,4925,4174,9099,5046,ทต.ท่าระหัด,1
322,4040,3778,7818,4013,ทต.ท่าลาน,1
323,1012,915,1927,818,ทต.ท่าลี่,1
324,4808,4312,9120,3961,ทต.ท่าล้อ,1
325,7683,7948,15631,9672,ทต.ท่าวังทอง,1
326,2712,2463,5175,2741,ทต.ท่าวังผา,1
327,1101,1016,2117,923,ทต.ท่าวุ้ง,1
328,7756,6835,14591,7134,ทต.ท่าศาลา,1
329,1502,1354,2856,1784,ทต.ท่าศาลา,1
330,3820,3276,7096,5481,ทต.ท่าศาลา,1
331,3469,3386,6855,2007,ทต.ท่าสะอาด,1
332,1728,1603,3331,2457,ทต.ท่าสะอ้าน,1
333,632,566,1198,572,ทต.ท่าสัก,1
334,11931,12653,24584,4736,ทต.ท่าสายลวด,1
335,4412,3934,8346,4141,ทต.ท่าหลวง,1
336,1673,1521,3194,1199,ทต.ท่าฬ่อ,1
337,2476,2340,4816,1978,ทต.ท่าอุเทน,1
338,1895,1694,3589,1639,ทต.ท่าเกษม,1
339,2186,2064,4250,1879,ทต.ท่าเดื่อ-มืดกา,1
340,5723,5556,11279,5482,ทต.ท่าเยี่ยม,1
341,3444,3016,6460,3193,ทต.ท่าเรือ,1
342,7154,6714,13868,4429,ทต.ท่าเสด็จ,1
343,7199,7556,14755,7599,ทต.ท่าเสา,1
344,724,741,1465,525,ทต.ท่าเสา,1
345,1077,966,2043,1376,ทต.ท่าแซะ,1
346,2022,1931,3953,1294,ทต.ท่าแพ,1
347,3454,3201,6655,2337,ทต.ท่าแร่,1
348,3237,2984,6221,2189,ทต.ท่าแลง,1
349,1196,1047,2243,1009,ทต.ท่าโขลง,1
350,4723,4394,9117,3893,ทต.ท่าไม้,1
351,2803,2803,5606,3297,ทต.ท้องเนียน,1
352,1753,1641,3394,1069,ทต.ท้ายดง,1
353,1686,1558,3244,1763,ทต.ท้ายเหมือง,1
354,8106,7644,15750,5911,ทต.ท้าวอู่ทอง,1
355,4011,3731,7742,2521,ทต.ธงธานี,1
356,3641,3305,6946,2990,ทต.ธรรมศาลา,1
357,3214,3123,6337,1711,ทต.ธัญญา,1
358,33510,30327,63837,34123,ทต.ธัญบุรี,1
359,4885,4815,9700,3435,ทต.ธาตุ,1
360,3987,3879,7866,2774,ทต.ธาตุทอง,1
361,5136,4841,9977,4149,ทต.ธาตุพนม,1
362,4412,3684,8096,5088,ทต.นครชัยศรี,1
363,3637,3192,6829,3496,ทต.นครชุม,1
364,3623,3288,6911,3045,ทต.นครหลวง,1
365,785,686,1471,496,ทต.นครเนื่องเขต,1
366,4623,4317,8940,4126,ทต.นครไทย,1
367,10228,9853,20081,6680,ทต.นากลาง,1
368,6576,6408,12984,3399,ทต.นาขาม,1
369,3306,3086,6392,2615,ทต.นาข่า,1
370,2503,2472,4975,1436,ทต.นาคำไฮ,1
371,2756,2517,5273,1926,ทต.นาคู,1
372,2250,2101,4351,1648,ทต.นางบวช,1
373,3930,3560,7490,2596,ทต.นางลือ,1
374,4567,4458,9025,3453,ทต.นางัว,1
375,6804,6030,12834,5719,ทต.นางั่ว,1
376,6194,5678,11872,6087,ทต.นางแล,1
377,4141,3701,7842,16104,ทต.นาจอมเทียน,1
378,3627,3628,7255,2680,ทต.นาจะหลวย,1
379,4243,4216,8459,2519,ทต.นาจารย์,1
380,4896,5076,9972,3058,ทต.นาดอกคำ,1
381,5297,5340,10637,3714,ทต.นาดินดำ,1
382,4033,3878,7911,3342,ทต.นาดี,1
383,14723,13271,27994,16661,ทต.นาดี,1
384,2357,2397,4754,1816,ทต.นาดูน,1
385,3314,3294,6608,2379,ทต.นาด้วง,1
386,3184,3170,6354,3718,ทต.นาทวี,1
387,7058,7207,14265,3738,ทต.นาทัน,1
388,1268,1135,2403,1233,ทต.นาน้อย,1
389,1145,1075,2220,1147,ทต.นาบอน,1
390,1608,1494,3102,1429,ทต.นาประดู่,1
391,21347,20312,41659,26194,ทต.นาป่า,1
392,3488,3490,6978,2380,ทต.นามน,1
393,2141,2005,4146,1092,ทต.นามะเฟือง,1
394,2663,2605,5268,1552,ทต.นายม,1
395,9800,9135,18935,7244,ทต.นายาง,1
396,1860,1685,3545,1979,ทต.นายายอาม,1
397,2095,1955,4050,1822,ทต.นาวง,1
398,1542,1385,2927,1144,ทต.นาสีทอง,1
399,1615,1514,3129,1004,ทต.นาส่วง,1
400,5574,5204,10778,3314,ทต.นาหนองทุ่ม,1
401,6176,5989,12165,4282,ทต.นาหว้า,1
402,6517,6318,12835,5996,ทต.นาอาน,1
403,3107,2960,6067,2288,ทต.นาอ้อ,1
404,2232,2023,4255,1738,ทต.นาเฉลียง,1
405,1943,1829,3772,2115,ทต.นาเชือก,1
406,3302,3201,6503,1858,ทต.นาเยีย,1
407,3539,3364,6903,2430,ทต.นาเหล่า,1
408,2300,2042,4342,2347,ทต.นาแก,1
409,4552,4329,8881,3139,ทต.นาแก้ว,1
410,995,1019,2014,907,ทต.นาแห้ว,1
411,5181,5122,10303,3511,ทต.นาโป่ง,1
412,1910,1760,3670,1665,ทต.นาโพธิ์,1
413,1569,1380,2949,1684,ทต.นาโพธิ์,1
414,1843,1681,3524,1571,ทต.นาโยงเหนือ,1
415,3178,3044,6222,2339,ทต.นิคมคำสร้อย,1
416,4669,4526,9195,3669,ทต.นิคมทุ่งโพธิ์ทะเล,1
417,1343,1325,2668,863,ทต.นิคมปราสาท,1
418,1896,1792,3688,1315,ทต.นิคมสงเคราะห์,1
419,3426,3341,6767,3051,ทต.นิเวศน์,1
420,5342,5168,10510,3066,ทต.น้ำคำ,1
421,1818,1785,3603,1944,ทต.น้ำจืด,1
422,2007,1944,3951,1605,ทต.น้ำตกไทรโยคน้อย,1
423,7933,7062,14995,6232,ทต.น้ำน้อย,1
424,1961,1810,3771,1246,ทต.น้ำปลีก,1
425,1521,1389,2910,1596,ทต.น้ำปาด,1
426,2551,2351,4902,2442,ทต.น้ำพอง,1
427,4503,4419,8922,3407,ทต.น้ำยืน,1
428,3513,3389,6902,2613,ทต.น้ำริด,1
429,1807,1772,3579,1228,ทต.น้ำสวย,1
430,1684,1559,3243,1331,ทต.น้ำเชี่ยว,1
431,4848,4701,9549,3528,ทต.น้ำโจ้,1
432,4384,4226,8610,2573,ทต.น้ำโสม,1
433,5058,5104,10162,3014,ทต.บงใต้,1
434,3017,2569,5586,2336,ทต.บรบือ,1
435,1968,1820,3788,1844,ทต.บรรพตพิสัย,1
436,4527,4100,8627,4037,ทต.บวกค้าง,1
437,1254,1292,2546,1011,ทต.บันนังสตา,1
438,3912,3879,7791,2469,ทต.บัลลังก์,1
439,3338,3338,6676,1879,ทต.บัวงาม,1
440,6651,6300,12951,4477,ทต.บัวบาน,1
441,2925,2926,5851,1912,ทต.บัววัฒนา,1
442,3295,3178,6473,2418,ทต.บัวเชด,1
443,7518,6507,14025,8898,ทต.บางกระทึก,1
444,701,664,1365,621,ทต.บางกระทุ่ม,1
445,7092,6221,13313,5779,ทต.บางกระสั้น,1
446,2625,2469,5094,2188,ทต.บางกะจะ,1
447,984,917,1901,588,ทต.บางกุ้ง,1
448,1032,1043,2075,789,ทต.บางขนาก,1
449,5169,4419,9588,4954,ทต.บางคล้า,1
450,3976,3620,7596,2802,ทต.บางจัก,1
451,948,873,1821,669,ทต.บางจาก,1
452,2661,2549,5210,1869,ทต.บางซ้าย,1
453,2595,2465,5060,1877,ทต.บางตะบูน,1
454,5144,6559,11703,7468,ทต.บางทราย,1
455,940,782,1722,854,ทต.บางนกแขวก,1
456,4038,3593,7631,4162,ทต.บางนมโค,1
457,1765,1613,3378,1398,ทต.บางน้ำเชี่ยว,1
458,1190,1136,2326,1195,ทต.บางน้ำเปรี้ยว,1
459,5734,5157,10891,3733,ทต.บางบาล,1
460,3331,3044,6375,2396,ทต.บางบ่อ,1
461,2542,2466,5008,1592,ทต.บางประมุง,1
462,3680,3416,7096,4512,ทต.บางปลา,1
463,963,941,1904,671,ทต.บางปลาม้า,1
464,3190,2862,6052,2923,ทต.บางปะกง,1
465,2789,2470,5259,2232,ทต.บางปะหัน,1
466,3377,3291,6668,2194,ทต.บางปะอิน,1
467,61916,57367,119283,60294,ทต.บางปู,1
468,5240,5202,10442,2314,ทต.บางปู,1
469,7022,6408,13430,7920,ทต.บางพระ,1
470,6056,5225,11281,6052,ทต.บางพลับ,1
471,5883,5861,11744,2212,ทต.บางพลี,1
472,13802,12274,26076,20334,ทต.บางพูน,1
473,3174,3048,6222,2851,ทต.บางม่วง,1
474,2222,2013,4235,1989,ทต.บางระกำ,1
475,6676,6075,12751,9040,ทต.บางละมุง,1
476,1478,1355,2833,1970,ทต.บางวัว,1
477,5808,5349,11157,8609,ทต.บางวัวคณารักษ์,1
478,2044,2042,4086,1966,ทต.บางสวรรค์,1
479,1467,1464,2931,1531,ทต.บางสะพานน้อย,1
480,2807,2502,5309,2624,ทต.บางหลวง,1
481,1088,1017,2105,779,ทต.บางหลวง,1
482,3874,3518,7392,4497,ทต.บางหลวง,1
483,5662,5374,11036,4644,ทต.บางเตย,1
484,52721,46069,98790,50229,ทต.บางเมือง,1
485,4209,4173,8382,4193,ทต.บางเลน,1
486,6309,5301,11610,9335,ทต.บางเสร่,1
487,11205,10180,21385,17156,ทต.บางเสาธง,1
488,1930,1854,3784,1436,ทต.บางแก้ว,1
489,8412,7629,16041,6622,ทต.บางแพ,1
490,6589,6054,12643,5957,ทต.บางใหญ่,1
491,5240,5005,10245,3842,ทต.บางไทร,1
492,777,724,1501,630,ทต.บางไผ่,1
