index,pop_F,pop_M,pop_MF,hholds,fullname
1288,2046,2069,4115,1233,ทต.แหลมสัก
1289,2978,2899,5877,1539,ทต.โกตาบารู
1290,1191,1094,2285,997,ทต.โกรกพระ
1291,4817,4409,9226,4204,ทต.โกสุมพิสัย
1292,3792,3350,7142,4376,ทต.โคกกรวด
1293,1838,1697,3535,1710,ทต.โคกกลอย
1294,813,724,1537,862,ทต.โคกคราม
1295,14975,14596,29571,11496,ทต.โคกตูม
1296,3088,2804,5892,2308,ทต.โคกปีบ
1297,1788,1628,3416,1459,ทต.โคกพระ
1298,1145,1040,2185,813,ทต.โคกมะกอก
1299,3494,4219,7713,2734,ทต.โคกม่วง
1300,5272,5114,10386,3623,ทต.โคกม่วง
1301,3728,3675,7403,2063,ทต.โคกล่าม
1302,1622,1553,3175,1261,ทต.โคกศรี
1303,2715,2582,5297,1773,ทต.โคกสวาย
1304,3294,3257,6551,2165,ทต.โคกสะอาด
1305,3047,2798,5845,2434,ทต.โคกสำโรง
1306,4338,4536,8874,2418,ทต.โคกสูง
1307,2306,2071,4377,1301,ทต.โคกสูงสัมพันธ์
1308,1763,1593,3356,1790,ทต.โคกโพธิ์
1309,6659,6037,12696,5507,ทต.โชคชัย
1310,3311,3304,6615,2558,ทต.โซ่พิสัย
1311,4856,4689,9545,3576,ทต.โนนดินแดง
1312,2603,2624,5227,1423,ทต.โนนตาล
1313,4977,4842,9819,3104,ทต.โนนท่อน
1314,2725,2498,5223,1976,ทต.โนนบุรี
1315,5542,5583,11125,3460,ทต.โนนปอแดง
1316,2775,2825,5600,1781,ทต.โนนศิลา
1317,2938,2911,5849,1810,ทต.โนนสมบูรณ์
1318,2976,2949,5925,1759,ทต.โนนสมบูรณ์
1319,3492,3414,6906,2342,ทต.โนนสว่าง
1320,2284,2205,4489,1738,ทต.โนนสะอาด
1321,4277,4145,8422,2768,ทต.โนนสัง
1322,1691,1628,3319,1065,ทต.โนนสุวรรณ
1323,5016,4633,9649,3967,ทต.โนนสูง
1324,2473,2274,4747,2603,ทต.โนนสูงเปลือย
1325,2457,2224,4681,1525,ทต.โนนหัน
1326,2214,2104,4318,1561,ทต.โนนแดง
1327,1664,1455,3119,1374,ทต.โนนไทย
1328,5488,5044,10532,6330,ทต.โป่ง
1329,4203,4908,9111,4209,ทต.โป่งน้ำร้อน
1330,1282,1212,2494,1015,ทต.โพทะเล
1331,4575,4623,9198,2048,ทต.โพธิ์กระสังข์
1332,13917,15391,29308,13214,ทต.โพธิ์กลาง
1333,3982,3718,7700,3710,ทต.โพธิ์ชัย
1334,3386,3356,6742,1723,ทต.โพธิ์ชัย
1335,2261,2012,4273,1829,ทต.โพธิ์ทอง
1336,4992,4649,9641,3575,ทต.โพธิ์ประทับช้าง
1337,1865,1522,3387,1710,ทต.โพธิ์พระยา
1338,828,757,1585,571,ทต.โพธิ์พิทักษ์
1339,1551,1507,3058,1169,ทต.โพธิ์ไทร
1340,1926,1887,3813,1091,ทต.โพน
1341,4582,4495,9077,3155,ทต.โพนงาม
1342,2804,2782,5586,1939,ทต.โพนทราย
1343,5800,5604,11404,4935,ทต.โพนทอง
1344,1324,1326,2650,1229,ทต.โพนพิสัย
1345,2681,2688,5369,1820,ทต.โพนสวรรค์
1346,2000,1769,3769,1135,ทต.โพนสา
1347,3654,3748,7402,1855,ทต.โพนสูง
1348,5656,5164,10820,4178,ทต.โพรงมะเดื่อ
1349,1080,966,2046,837,ทต.โพสังโฆ
1350,5413,5100,10513,3677,ทต.โพหัก
1351,3304,3016,6320,2466,ทต.โรงช้าง
1352,997,853,1850,1010,ทต.ในเมือง
1353,4196,3952,8148,3350,ทต.ในเมือง
1354,6421,6325,12746,3472,ทต.ใหม่
1355,8284,7545,15829,6594,ทต.ไชยปราการ
1356,4248,4049,8297,2351,ทต.ไชยวาน
1357,6577,6123,12700,4156,ทต.ไชโย
1358,2601,2393,4994,2458,ทต.ไทรงาม
1359,1238,1273,2511,1055,ทต.ไทรน้อย
1360,4315,4227,8542,3110,ทต.ไทรย้อย
1361,1854,1801,3655,1147,ทต.ไทรโยง-ไชยวาล
1362,882,841,1723,616,ทต.ไผ่กองดิน
1363,2042,1980,4022,2099,ทต.ไผ่ต่ำ
1364,5436,5454,10890,2883,ทต.ไพรบึง
1365,5443,4889,10332,4946,ทต.ไพศาลี
1366,5232,6530,11762,6340,ทต.ไม้งาม
1367,5313,5317,10630,3749,ทต.ไม้ยา
1368,1244,1151,2395,1252,ทต.ไม้เรียง
1369,5390,5274,10664,4140,ทต.ไร่เก่า
1370,4003,3730,7733,2856,ทต.ไร่ใหม่
1371,58459,52156,110615,66498,ทน.ขอนแก่น
1372,30710,26183,56893,25371,ทน.ตรัง
1373,38308,34445,72753,37774,ทน.นครปฐม
1374,65525,57205,122730,72081,ทน.นครราชสีมา
1375,53005,47411,100416,46553,ทน.นครศรีธรรมราช
1376,42697,38542,81239,42683,ทน.นครสวรรค์
1377,133308,117718,251026,157944,ทน.นนทบุรี
1378,101856,87602,189458,131416,ทน.ปากเกร็ด
1379,25785,23423,49208,20332,ทน.พระนครศรีอยุธยา
1380,34969,29099,64068,36826,ทน.พิษณุโลก
1381,41951,35827,77778,26666,ทน.ภูเก็ต
1382,31606,28377,59983,28297,ทน.ยะลา
1383,33128,29256,62384,37658,ทน.ระยอง
1384,45163,39105,84268,56127,ทน.รังสิต
1385,28003,22964,50967,29304,ทน.ลำปาง
1386,26279,25052,51331,28316,ทน.สกลนคร
1387,31115,28906,60021,27527,ทน.สงขลา
1388,25510,24094,49604,20657,ทน.สมุทรปราการ
1389,33169,32240,65409,18925,ทน.สมุทรสาคร
1390,68995,62604,131599,75558,ทน.สุราษฎร์ธานี
1391,80423,69036,149459,68333,ทน.หาดใหญ่
1392,62804,57398,120202,61123,ทน.อุดรธานี
1393,39050,33805,72855,32040,ทน.อุบลราชธานี
1394,28197,25625,53822,49114,ทน.อ้อมน้อย
1395,35729,33265,68994,55845,ทน.เกาะสมุย
1396,75160,71314,146474,101394,ทน.เจ้าพระยาสุรศักดิ์
1397,40611,36934,77545,50608,ทน.เชียงราย
1398,65314,57313,122627,90147,ทน.เชียงใหม่
1399,20911,20670,41581,19482,ทน.แม่สอด
1400,45483,43974,89457,80380,ทน.แหลมฉบัง
1401,15124,13097,28221,18347,ทม.กระทุ่มล้ม
1402,14112,13444,27556,6403,ทม.กระทุ่มแบน
1403,5223,4823,10046,4505,ทม.กระนวน
1404,17429,15107,32536,17608,ทม.กระบี่
1405,16208,14055,30263,21292,ทม.กะทู้
1406,6009,5806,11815,5033,ทม.กันตัง
1407,9193,8590,17783,7510,ทม.กันทรลักษ์
1408,14231,12706,26937,15913,ทม.กาญจนบุรี
1409,16962,15520,32482,15878,ทม.กาฬสินธุ์
1410,15083,13295,28378,16231,ทม.กำแพงเพชร
1411,5808,5525,11333,4893,ทม.กุฉินารายณ์
1412,5697,5038,10735,4271,ทม.ขลุง
1413,34133,30516,64649,51658,ทม.คลองหลวง
1414,21540,19126,40666,20846,ทม.คลองแห
1415,26209,23112,49321,25502,ทม.ควนลัง
1416,24047,22137,46184,29265,ทม.คอหงส์
1417,22708,21233,43941,26172,ทม.คูคต
1418,6486,5784,12270,7783,ทม.จันทนิมิต
1419,11596,10524,22120,14576,ทม.จันทบุรี
1420,20132,18052,38184,22048,ทม.ฉะเชิงเทรา
1421,13409,12025,25434,12563,ทม.ชลบุรี
1422,20740,19263,40003,45786,ทม.ชะอำ
1423,6301,5374,11675,7441,ทม.ชัยนาท
1424,18850,17051,35901,20764,ทม.ชัยภูมิ
1425,18056,15682,33738,19905,ทม.ชุมพร
1426,16046,14946,30992,15429,ทม.ชุมแพ
1427,4026,3537,7563,3611,ทม.ชุมแสง
1428,6792,5864,12656,5348,ทม.ดอกคำใต้
1429,6215,5883,12098,5734,ทม.ดอนสัก
1430,5057,4689,9746,5523,ทม.ตราด
1431,4267,3962,8229,2708,ทม.ตะกั่วป่า
1432,7224,6312,13536,6249,ทม.ตะพานหิน
1433,7351,7133,14484,4420,ทม.ตะลุบัน
1434,8472,7607,16079,7439,ทม.ตาก
1435,10129,9557,19686,5659,ทม.ตากใบ
1436,12080,11112,23192,9902,ทม.ตาคลี
1437,10473,8790,19263,12944,ทม.ต้นเปา
1438,9866,9848,19714,9568,ทม.ทับกวาง
1439,8679,8262,16941,6032,ทม.ทุ่งตำเสา
1440,16235,13767,30002,11362,ทม.ทุ่งสง
1441,9676,9229,18905,9018,ทม.ท่าข้าม
1442,7507,6344,13851,10442,ทม.ท่าช้าง
1443,8922,8468,17390,7235,ทม.ท่าบ่อ
1444,10392,9764,20156,8155,ทม.ท่าผา
1445,5886,5291,11177,5031,ทม.ท่าเรือพระแท่น
1446,42166,35077,77243,56320,ทม.ท่าโขลง
1447,5406,4724,10130,4549,ทม.ท่าใหม่
1448,8383,7612,15995,8479,ทม.นครนายก
1449,13803,12290,26093,14957,ทม.นครพนม
1450,20460,19673,40133,15736,ทม.นราธิวาส
1451,10966,9768,20734,11298,ทม.นางรอง
1452,9840,9359,19199,8080,ทม.นาสาร
1453,9829,9677,19506,10772,ทม.น่าน
1454,7031,6474,13505,7067,ทม.บัวใหญ่
1455,24054,20473,44527,22035,ทม.บางกรวย
1456,7556,6801,14357,7072,ทม.บางกะดี
1457,27778,23663,51441,25771,ทม.บางบัวทอง
1458,4317,3930,8247,3680,ทม.บางมูลนาก
1459,7391,6546,13937,5624,ทม.บางระจัน
1460,17726,15279,33005,13190,ทม.บางศรีเมือง
1461,10118,9944,20062,11011,ทม.บึงกาฬ
1462,17909,15079,32988,15387,ทม.บึงยี่โถ
1463,13165,11922,25087,14464,ทม.บุรีรัมย์
1464,15939,15243,31182,20588,ทม.บ้านฉาง
1465,8016,7435,15451,6278,ทม.บ้านดุง
1466,9623,8981,18604,8064,ทม.บ้านทุ่ม
1467,11037,9854,20891,10372,ทม.บ้านบึง
1468,13690,12441,26131,12353,ทม.บ้านพรุ
1469,34693,34097,68790,45512,ทม.บ้านสวน
1470,1696,1534,3230,1441,ทม.บ้านหมี่
1471,8650,7545,16195,8256,ทม.บ้านโป่ง
1472,14273,13224,27497,12697,ทม.บ้านไผ่
1473,12448,11080,23528,9506,ทม.ปทุมธานี
1474,9761,8413,18174,10866,ทม.ประจวบคีรีขันธ์
1475,8911,7740,16651,8879,ทม.ปราจีนบุรี
1476,23690,22338,46028,16163,ทม.ปัตตานี
1477,17813,15887,33700,18716,ทม.ปากช่อง
1478,19367,17058,36425,15418,ทม.ปากน้ำสมุทรปราการ
1479,9836,9601,19437,7928,ทม.ปากพนัง
1480,14306,12744,27050,15403,ทม.ปากแพรก
1481,8820,8851,17671,6763,ทม.ปางมะค่า
1482,8177,7761,15938,6168,ทม.ปาดังเบซาร์
1483,36903,34740,71643,35651,ทม.ปู่เจ้าสมิงพราย
1484,10339,9783,20122,16472,ทม.ป่าตอง
1485,4957,4616,9573,4375,ทม.ผักไห่
1486,5455,4620,10075,4989,ทม.พนัสนิคม
1487,4699,4372,9071,2182,ทม.พระประแดง
1488,17745,15713,33458,13230,ทม.พระพุทธบาท
1489,8752,7580,16332,8213,ทม.พะเยา
1490,5292,5037,10329,5897,ทม.พังงา
1491,17513,14910,32423,16063,ทม.พัทลุง
1492,11248,9934,21182,12478,ทม.พิจิตร
1493,6996,6165,13161,6405,ทม.พิชัย
1494,5434,5066,10500,4517,ทม.พิบูลมังสาหาร
1495,25747,22127,47874,23331,ทม.พิมลราช
1496,28176,21604,49780,21442,ทม.มหาสารคาม
1497,35848,36084,71932,59696,ทม.มาบตาพุด
1498,17069,16042,33111,15869,ทม.มุกดาหาร
1499,10434,9798,20232,9098,ทม.ยโสธร
1500,9801,9484,19285,8186,ทม.ระนอง
1501,18765,15948,34713,16379,ทม.ราชบุรี
1502,18957,16846,35803,16762,ทม.ร้อยเอ็ด
1503,11196,10583,21779,12683,ทม.ลพบุรี
1504,36937,33959,70896,37404,ทม.ลัดหลวง
1505,35774,31482,67256,39485,ทม.ลาดสวาย
1506,10956,10401,21357,9689,ทม.ลำตาเสา
1507,6372,5356,11728,7171,ทม.ลำพูน
1508,35491,30685,66176,33373,ทม.ลำสามแก้ว
1509,7650,6637,14287,7054,ทม.ล้อมแรด
1510,10662,10084,20746,9717,ทม.วังน้ำเย็น
1511,5731,5296,11027,4510,ทม.วังสะพุง
1512,13832,12334,26166,10885,ทม.วารินชำราบ
1513,11741,10638,22379,8669,ทม.วิเชียรบุรี
1514,12910,10524,23434,8520,ทม.ศรีราชา
1515,21711,19321,41032,20750,ทม.ศรีสะเกษ
1516,7913,7184,15097,5772,ทม.ศรีสัชนาลัย
1517,11998,11146,23144,10023,ทม.สตูล
1518,16826,15029,31855,17377,ทม.สนั่นรักษ์
1519,14359,12964,27323,10947,ทม.สมุทรสงคราม
1520,29782,29481,59263,28569,ทม.สระบุรี
1521,9522,8841,18363,11424,ทม.สระแก้ว
1522,8142,7323,15465,6724,ทม.สวรรคโลก
1523,6536,5810,12346,5138,ทม.สองพี่น้อง
1524,11090,10526,21616,8747,ทม.สะเดา
1525,17507,16407,33914,14734,ทม.สะเตงนอก
1526,11626,10634,22260,12080,ทม.สัตหีบ
1527,8286,8752,17038,8739,ทม.สามพราน
1528,20162,19706,39868,13077,ทม.สิงหนคร
1529,9125,7954,17079,9201,ทม.สิงห์บุรี
1530,8818,7868,16686,9365,ทม.สีคิ้ว
1531,13479,11411,24890,12975,ทม.สุพรรณบุรี
1532,20895,17722,38617,17172,ทม.สุรินทร์
1533,7493,6552,14045,7072,ทม.สุโขทัยธานี
1534,21510,19312,40822,15395,ทม.สุไหงโกลก
1535,24041,23070,47111,24351,ทม.หนองคาย
1536,11351,10499,21850,11941,ทม.หนองบัวลำภู
1537,48011,39043,87054,50694,ทม.หนองปรือ
1538,14822,14005,28827,14844,ทม.หนองสำโรง
1539,5828,5158,10986,6853,ทม.หลังสวน
1540,6053,5472,11525,6538,ทม.หล่มสัก
1541,33270,31763,65033,57007,ทม.หัวหิน
1542,7913,9051,16964,11256,ทม.อรัญญประเทศ
1543,13556,16858,30414,14023,ทม.อรัญญิก
1544,12970,11992,24962,12695,ทม.อำนาจเจริญ
1545,16864,14354,31218,14654,ทม.อุตรดิตถ์
1546,7684,6563,14247,9614,ทม.อุทัยธานี
1547,10765,9336,20101,10266,ทม.อโยธยา
1548,6409,5817,12226,6597,ทม.อ่างทอง
1549,19462,16903,36365,21585,ทม.อ่างศิลา
1550,31207,28171,59378,25687,ทม.เขลางค์นคร
1551,22913,20195,43108,20451,ทม.เขารูปช้าง
1552,13301,16305,29606,12324,ทม.เขาสามยอด
1553,6959,6435,13394,6578,ทม.เดชอุดม
1554,13691,12730,26421,11310,ทม.เบตง
1555,11007,9969,20976,10308,ทม.เพชรบุรี
1556,11107,9714,20821,12662,ทม.เพชรบูรณ์
1557,7254,6386,13640,6932,ทม.เมืองปัก
1558,5557,5047,10604,5403,ทม.เมืองพล
1559,6632,6247,12879,5691,ทม.เมืองแกนพัฒนา
1560,10448,10350,20798,11715,ทม.เลย
1561,1957,1757,3714,1449,ทม.เสนา
1562,5815,5438,11253,6152,ทม.แก่งคอย
1563,8011,6870,14881,8754,ทม.แพร่
1564,3720,3611,7331,4646,ทม.แม่ฮ่องสอน
1565,10721,8934,19655,13842,ทม.แม่เหียะ
1566,12576,10691,23267,13995,ทม.แม่โจ้
1567,24546,21585,46131,37588,ทม.แสนสุข
1568,3976,4604,8580,3542,ทม.โนนสูง-น้ำคำ
1569,4579,4167,8746,3691,ทม.โพธาราม
1570,12792,10950,23742,15710,ทม.ไทรม้า
1571,17806,15743,33549,24326,ทม.ไร่ขิง
1572,3892,3904,7796,2865,ท้องถิ่นทต.นิคมสร้างตนเองลำโดมน้อย
1573,63896,53710,117606,170621,ท้องถิ่นเมืองพัทยา
1574,14622,14688,29310,9369,อภ.กงหรา
1575,30465,29028,59493,20400,อภ.กงไกรลาศ
1576,68945,66784,135729,52464,อภ.กบินทร์บุรี
1577,23312,22467,45779,12378,อภ.กมลาไสย
1578,14780,14999,29779,6530,อภ.กรงปินัง
1579,33857,31417,65274,38279,อภ.กระทุ่มแบน
1580,34286,33935,68221,20068,อภ.กระนวน
1581,21966,22746,44712,22216,อภ.กระบุรี
1582,51370,50240,101610,26184,อภ.กระสัง
1583,7619,7349,14968,5163,อภ.กระแสสินธุ์
1584,3678,3359,7037,6688,อภ.กะทู้
1585,6653,6691,13344,5924,อภ.กะปง
1586,9591,9326,18917,4444,อภ.กะพ้อ
1587,10044,10377,20421,7930,อภ.กะเปอร์
1588,37660,37440,75100,23967,อภ.กันตัง
1589,91708,91997,183705,51006,อภ.กันทรลักษ์
1590,28331,27465,55796,16208,อภ.กันทรวิชัย
1591,46880,46643,93523,24121,อภ.กันทรารมย์
1592,6147,6552,12699,4250,อภ.กัลยาณิวัฒนา
1593,40480,39726,80206,32848,อภ.กาญจนดิษฐ์
1594,12341,12931,25272,7053,อภ.กาบัง
1595,29930,30107,60037,18484,อภ.กาบเชิง
1596,62145,58219,120364,38863,อภ.กำแพงแสน
1597,30877,30974,61851,20744,อภ.กุฉินารายณ์
1598,18408,18400,36808,9457,อภ.กุดข้าวปุ้น
1599,21776,21977,43753,13104,อภ.กุดจับ
1600,30479,30996,61475,19532,อภ.กุดชุม
1601,13736,14077,27813,8835,อภ.กุดบาก
1602,18388,18647,37035,10579,อภ.กุดรัง
1603,37506,36930,74436,21462,อภ.กุมภวาปี
1604,17683,17177,34860,11142,อภ.กุยบุรี
1605,21825,21727,43552,13419,อภ.กุสุมาลย์
1606,10987,11123,22110,6778,อภ.กู่แก้ว
1607,10346,10068,20414,9456,อภ.ขนอม
1608,12883,12537,25420,10040,อภ.ขลุง
1609,34787,34325,69112,25743,อภ.ขาณุวรลักษบุรี
1610,13191,12656,25847,8360,อภ.ขามทะเลสอ
1611,16697,16643,33340,9774,อภ.ขามสะแกแสง
1612,73014,72242,145256,35222,อภ.ขุขันธ์
1613,7193,6890,14083,5504,อภ.ขุนตาล
1614,9719,10333,20052,7622,อภ.ขุนยวม
1615,34709,34364,69073,18032,อภ.ขุนหาญ
1616,37734,36744,74478,21133,อภ.คง
1617,40681,39761,80442,30259,อภ.ครบุรี
1618,28633,27560,56193,23406,อภ.คลองขลุง
1619,35229,36270,71499,24667,อภ.คลองท่อม
1620,19537,20282,39819,14910,อภ.คลองลาน
1621,77063,69797,146860,68683,อภ.คลองหลวง
1622,5805,6279,12084,5073,อภ.คลองหอยโข่ง
1623,19410,19475,38885,13477,อภ.คลองหาด
1624,6537,6222,12759,4399,อภ.คลองเขื่อน
1625,7326,7360,14686,5402,อภ.คลองใหญ่
1626,17622,17754,35376,11917,อภ.ควนกาหลง
1627,41178,38021,79199,29999,อภ.ควนขนุน
1628,15332,14755,30087,9769,อภ.ควนเนียง
1629,10895,10720,21615,5977,อภ.ควนโดน
1630,24336,23938,48274,17836,อภ.คอนสวรรค์
1631,20596,20337,40933,13892,อภ.คอนสาร
1632,22341,22294,44635,14350,อภ.คำชะอี
1633,16415,16388,32803,11516,อภ.คำตากล้า
1634,13415,13474,26889,7348,อภ.คำม่วง
1635,30941,31071,62012,19019,อภ.คำเขื่อนแก้ว
1636,23340,22789,46129,14276,อภ.คีรีมาศ
1637,21159,21035,42194,16953,อภ.คีรีรัฐนิคม
1638,12117,12303,24420,10176,อภ.คุระบุรี
1639,29555,29716,59271,16135,อภ.คูเมือง
1640,13403,12443,25846,8821,อภ.ค่ายบางระจัน
1641,10420,10296,20716,5407,อภ.ค้อวัง
1642,13497,13212,26709,7449,อภ.ฆ้องชัย
1643,24607,24528,49135,17956,อภ.งาว
1644,25731,25395,51126,13753,อภ.จตุรพักตรพิมาน
1645,28919,28057,56976,19855,อภ.จอมทอง
1646,29009,28308,57317,19183,อภ.จอมบึง
1647,27268,27416,54684,13851,อภ.จอมพระ
1648,50914,50202,101116,27516,อภ.จะนะ
1649,19317,19969,39286,9674,อภ.จะแนะ
1650,33853,33687,67540,19156,อภ.จักราช
1651,19449,18978,38427,12059,อภ.จังหาร
1652,35138,33183,68321,24667,อภ.จัตุรัส
1653,9641,8750,18391,7144,อภ.จุน
1654,15952,15484,31436,10679,อภ.จุฬาภรณ์
1655,27465,26066,53531,19321,อภ.ฉวาง
1656,20279,19627,39906,11520,อภ.ชนบท
1657,34086,34146,68232,27799,อภ.ชนแดน
1658,41547,40892,82439,29715,อภ.ชะอวด
1659,11070,10891,21961,8503,อภ.ชะอำ
1660,37182,36423,73605,27833,อภ.ชัยบาดาล
1661,13982,14195,28177,11205,อภ.ชัยบุรี
1662,17708,18145,35853,12257,อภ.ชาติตระการ
1663,19263,19386,38649,11613,อภ.ชานุมาน
1664,17714,17680,35394,9058,อภ.ชำนิ
1665,12494,12110,24604,6905,อภ.ชื่นชม
1666,9078,8942,18020,6400,อภ.ชุมตาบง
1667,34287,34554,68841,18659,อภ.ชุมพลบุรี
1668,37152,36844,73996,19968,อภ.ชุมพวง
1669,41774,41978,83752,25542,อภ.ชุมแพ
1670,27552,25948,53500,19299,อภ.ชุมแสง
1671,14468,13964,28432,10925,อภ.ช้างกลาง
1672,7649,7886,15535,5631,อภ.ซับใหญ่
1673,9233,8996,18229,5226,อภ.ซำสูง
1674,19327,19603,38930,12102,อภ.ดงหลวง
1675,8838,8532,17370,6239,อภ.ดงเจริญ
1676,19679,18689,38368,14720,อภ.ดอกคำใต้
1677,13090,12995,26085,7550,อภ.ดอนจาน
1678,19297,19479,38776,11507,อภ.ดอนตาล
1679,17902,17185,35087,10927,อภ.ดอนตูม
1680,1025,967,1992,658,อภ.ดอนพุด
1681,13530,13717,27247,7897,อภ.ดอนมดแดง
1682,12476,12423,24899,10377,อภ.ดอนสัก
1683,20840,19594,40434,14412,อภ.ดอนเจดีย์
1684,24119,22251,46370,21860,อภ.ดอยสะเก็ด
1685,9326,9382,18708,8615,อภ.ดอยหลวง
1686,12931,12229,25160,11522,อภ.ดอยหล่อ
1687,11484,11502,22986,8684,อภ.ดอยเต่า
1688,38049,35621,73670,23203,อภ.ดำเนินสะดวก
1689,55422,54124,109546,34385,อภ.ด่านขุนทด
1690,31108,30415,61523,23590,อภ.ด่านช้าง
1691,23616,24346,47962,15892,อภ.ด่านซ้าย
1692,15559,15637,31196,10941,อภ.ด่านมะขามเตี้ย
1693,15382,14492,29874,10153,อภ.ตรอน
1694,56087,56649,112736,29495,อภ.ตระการพืชผล
1695,19657,19828,39485,15802,อภ.ตะกั่วทุ่ง
1696,21136,20771,41907,23677,อภ.ตะกั่วป่า
1697,23172,22108,45280,15874,อภ.ตะพานหิน
1698,7216,7068,14284,4681,อภ.ตะโหมด
1699,17393,16792,34185,12604,อภ.ตากฟ้า
1700,27412,26691,54103,11914,อภ.ตากใบ
1701,39354,38571,77925,29788,อภ.ตาคลี
1702,27226,27359,54585,16009,อภ.ตาพระยา
1703,14720,15152,29872,8232,อภ.ตาลสุม
1704,47243,44683,91926,69914,อภ.ถลาง
1705,9668,9635,19303,7396,อภ.ถ้ำพรรณรา
1706,6954,6997,13951,4160,อภ.ทรายทองวัฒนา
1707,12296,12329,24625,7810,อภ.ทรายมูล
1708,31815,34435,66250,27539,อภ.ทองผาภูมิ
1709,13504,13275,26779,9424,อภ.ทองแสนขัน
1710,17232,16633,33865,12531,อภ.ทับคล้อ
1711,12537,12553,25090,8055,อภ.ทับปุด
1712,21835,21296,43131,14838,อภ.ทับสะแก
1713,8167,7796,15963,5393,อภ.ทัพทัน
1714,7740,7857,15597,5190,อภ.ทุ่งช้าง
1715,10696,10728,21424,9561,อภ.ทุ่งตะโก
1716,12368,12686,25054,7163,อภ.ทุ่งฝน
1717,12682,12284,24966,5854,อภ.ทุ่งยางแดง
1718,14428,14774,29202,8957,อภ.ทุ่งศรีอุดม
1719,57518,59712,117230,47358,อภ.ทุ่งสง
1720,10514,10594,21108,6649,อภ.ทุ่งหว้า
1721,8793,8842,17635,6428,อภ.ทุ่งหัวช้าง
1722,11744,11524,23268,6372,อภ.ทุ่งเขาหลวง
1723,21163,20690,41853,14656,อภ.ทุ่งเสลี่ยม
1724,34936,34638,69574,24071,อภ.ทุ่งใหญ่
1725,14463,14428,28891,8141,อภ.ท่าคันโท
1726,14513,14716,29229,12914,อภ.ท่าฉาง
1727,25790,25965,51755,22480,อภ.ท่าชนะ
1728,2894,2567,5461,1840,อภ.ท่าช้าง
1729,23199,23625,46824,17009,อภ.ท่าตะเกียบ
1730,30915,29605,60520,23482,อภ.ท่าตะโก
1731,45774,46021,91795,23399,อภ.ท่าตูม
1732,30967,30242,61209,18399,อภ.ท่าบ่อ
1733,14576,14429,29005,10161,อภ.ท่าปลา
1734,46422,43725,90147,30600,อภ.ท่ามะกา
1735,29739,28008,57747,23611,อภ.ท่าม่วง
1736,25034,23770,48804,19740,อภ.ท่ายาง
1737,13062,13044,26106,9926,อภ.ท่าลี่
1738,22657,22702,45359,14490,อภ.ท่าวังผา
1739,22906,21244,44150,15308,อภ.ท่าวุ้ง
1740,59385,55813,115198,35793,อภ.ท่าศาลา
1741,44035,46635,90670,23858,อภ.ท่าสองยาง
1742,13027,12758,25785,9324,อภ.ท่าหลวง
1743,27229,27535,54764,15669,อภ.ท่าอุเทน
1744,16307,14879,31186,11162,อภ.ท่าเรือ
1745,41280,41127,82407,35258,อภ.ท่าแซะ
1746,14951,14703,29654,8716,อภ.ท่าแพ
1747,24439,23355,47794,17881,อภ.ท่าใหม่
1748,22386,22916,45302,20768,อภ.ท้ายเหมือง
1749,18761,18846,37607,11211,อภ.ธวัชบุรี
1750,36373,35912,72285,21867,อภ.ธาตุพนม
1751,11504,12568,24072,9015,อภ.ธารโต
1752,53175,48205,101380,39072,อภ.นครชัยศรี
1753,11469,10474,21943,11363,อภ.นครหลวง
1754,33738,33459,67197,23603,อภ.นครไทย
1755,16757,16804,33561,11983,อภ.นบพิตำ
1756,33247,33642,66889,18437,อภ.นากลาง
1757,12915,12889,25804,8096,อภ.นาคู
1758,47231,45899,93130,26187,อภ.นางรอง
1759,25392,26029,51421,17704,อภ.นาจะหลวย
1760,22021,21804,43825,17467,อภ.นาดี
1761,16349,16307,32656,8589,อภ.นาดูน
1762,4859,4935,9794,3584,อภ.นาด้วง
1763,19180,19238,38418,11183,อภ.นาตาล
1764,11738,11879,23617,7390,อภ.นาทม
1765,31112,31928,63040,19417,อภ.นาทวี
1766,14904,15009,29913,10327,อภ.นาน้อย
1767,12263,11947,24210,8497,อภ.นาบอน
1768,14807,14649,29456,9305,อภ.นามน
1769,15879,14917,30796,11891,อภ.นายายอาม
1770,14174,14482,28656,9643,อภ.นายูง
1771,15226,15246,30472,8631,อภ.นาวัง
1772,7075,7263,14338,4481,อภ.นาหมื่น
1773,11857,11076,22933,8987,อภ.นาหม่อม
1774,19950,19935,39885,12958,อภ.นาหว้า
1775,28620,28540,57160,17121,อภ.นาเชือก
1776,10090,10807,20897,7056,อภ.นาเยีย
1777,36418,35934,72352,21390,อภ.นาแก
1778,4812,4848,9660,3057,อภ.นาแห้ว
1779,14467,14153,28620,7900,อภ.นาโพธิ์
1780,21191,19938,41129,13405,อภ.นาโยง
1781,17026,17053,34079,10013,อภ.นิคมคำสร้อย
1782,7432,7448,14880,4578,อภ.นิคมน้ำอูน
1783,10246,10076,20322,15638,อภ.นิคมพัฒนา
1784,16461,16812,33273,10832,อภ.น้ำขุ่น
1785,16626,16683,33309,11934,อภ.น้ำปาด
1786,37026,36583,73609,21950,อภ.น้ำพอง
1787,30185,31034,61219,20534,อภ.น้ำยืน
1788,9045,9535,18580,7071,อภ.น้ำหนาว
1789,21888,22441,44329,11191,อภ.น้ำเกลี้ยง
1790,20335,20865,41200,13191,อภ.น้ำโสม
